Nombre Comunidad Autónoma,Nombre Provincia,Nombre municipio,Número de observaciones muestrales,Población (INE),Población declarante (IRPF),Renta imponible agregada (IRPF),Renta imponible media (por declarante),Renta imponible media (por habitante),Renta mediana,Índice de Gini ,"Índice de Atkinson 0,5",Top 1%,"Top 0,5%","Top 0,1%",Quintil 1,Quintil 2,Quintil 3,Quintil 4,Quintil 5,COD_INE_CAPITAL,LATITUD_ETRS89,LONGITUD_ETRS89,Porcentaje de Poblacion Declarante
Cataluña,Barcelona,Matadepera,331.0,8266.0,4070.0,237607454.7,58380.21,28745.155419791918,33180.83,0.54587846,0.27551987,18.5956,13.79076,6.232959,4.17813,8.044644,10.8597,16.18075,60.73678,8120,41.59921764,2.0276810000000003,0.4923784176143237
Cataluña,Barcelona,Mataró,1603.0,119035.0,51652.0,1044411187.8000001,20220.15,8773.984019826103,14709.86,0.43899593,0.17864595,10.08745,7.535221,4.073076,3.706116,10.17908,14.87036,22.74646,48.49798,8121,41.5408469,2.44658062,0.4339227958163565
Cataluña,Barcelona,Moià,100.0,5486.0,2473.0,51550773.12,20845.44,9396.786934013853,16454.46,0.51419297,0.23354144,10.25091,6.444449,1.074075,3.268925,8.687604,13.68118,16.34701,58.01529,8138,41.81146936,2.09879806,0.45078381334305506
Cataluña,Barcelona,Molins de Rei,368.0,23544.0,12600.0,314044920.0,24924.2,13338.639143730887,15922.7,0.50815168,0.25093827,17.50037,14.90557,10.54932,3.399261,8.863677,13.00043,18.72372,56.01291,8123,41.413211100000005,2.01736908,0.5351681957186545
Cataluña,Barcelona,Mollet del Vallès,600.0,51365.0,24281.0,485920113.16,20012.36,9460.140429475325,16932.05,0.38497501,0.15306596,11.06708,8.673712,5.196361,5.249296,12.0911,16.91291,21.59399,44.1527,8124,41.53924556,2.21349119,0.4727148836756546
Cataluña,Barcelona,Montcada i Reixac,376.0,32111.0,14875.0,299757132.5,20151.74,9335.029507022517,16888.12,0.37262466,0.13060711,5.306724,3.160792,0.9002779,4.034822,11.80144,18.21283,24.60333,41.34759,8125,41.48680767,2.18796375,0.46323689701348447
Cataluña,Barcelona,Montgat,170.0,9778.0,5033.0,118554781.17,23555.49,12124.645241358152,20510.3,0.37934346,0.13535144,5.13208,3.108324,0.8188768,4.112652,11.84014,17.44254,24.81659,41.78808,8126,41.46808596,2.27924608,0.5147269380241358
Cataluña,Barcelona,Montmeló,128.0,8873.0,4188.0,85112263.32,20322.89,9592.275816522033,14237.27,0.45995462,0.21588472,17.39166,10.74894,2.222054,4.611305,10.75811,14.75875,18.34025,51.53158,8135,41.54994979,2.24905716,0.4719936887185845
Cataluña,Barcelona,Montornès del Vallès,161.0,14723.0,6947.0,134887675.96,19416.68,9161.697749100049,15957.33,0.36356345,0.1329867,7.826874,5.241341,1.605863,4.684893,12.86794,16.52256,25.69721,40.2274,8136,41.54301105,2.26531071,0.4718467703593018
Cataluña,Barcelona,Navarcles,76.0,5732.0,2807.0,55499218.04000001,19771.72,9682.347878576415,14257.06,0.4222202,0.16546259,9.939883,5.969836,0.9613402,4.896333,11.26552,14.23408,21.93796,47.6661,8140,41.75211432,1.90480876,0.4897069085833915
Cataluña,Barcelona,Navàs,86.0,5959.0,2972.0,52672429.08,17722.89,8839.13896291324,17015.7,0.38366877,0.14152557,7.923075,4.810666,0.9377743,5.148993,11.29131,17.87103,21.15285,44.53581,8141,41.9008495,1.87846147,0.4987413995636852
Cataluña,Barcelona,Olesa de Montserrat,268.0,22257.0,10974.0,221689724.64000002,20201.36,9960.449505324168,17055.42,0.37407623,0.13353958,5.540173,3.479807,1.063743,4.121186,11.35463,18.10953,25.99596,40.4187,8147,41.54584016,1.89387309,0.49305836366087075
Cataluña,Barcelona,Palafolls,101.0,8061.0,3970.0,75475615.30000001,19011.49,9363.058590745566,12882.14,0.39179751,0.14618177,7.861898,5.080317,1.103017,4.516451,12.07113,15.12607,25.38002,42.90632,8155,41.66727049,2.74918364,0.4924947277012778
Cataluña,Barcelona,Palau-solità i Plegamans,206.0,13594.0,6693.0,163236313.23,24389.11,12007.96772326026,15415.22,0.48908923,0.22118606,13.08208,6.873507,1.249728,5.024022,10.12385,12.35166,16.22688,56.2736,8156,41.58739422,2.18068232,0.49234956598499335
Cataluña,Barcelona,Pallejà,182.0,10819.0,5360.0,139634217.6,26051.16,12906.388538681947,23620.77,0.39443502,0.14616903,6.78927,4.361717,1.531859,4.308729,12.42447,16.80581,19.85614,46.60485,8157,41.42412484,1.99610661,0.49542471577779834
Cataluña,Barcelona,Parets del Vallès,209.0,16720.0,8562.0,182572320.72,21323.56,10919.397172248804,18701.64,0.34240811,0.10364825,4.641211,2.888428,0.8939896,5.977122,11.91214,17.26136,25.58527,39.26411,8159,41.57329035,2.23447723,0.5120813397129187
Cataluña,Barcelona,Piera,161.0,13652.0,6505.0,123571126.65,18996.33,9051.503563580429,17491.86,0.34819734,0.12370537,4.511232,3.166622,1.256929,4.468208,13.00768,18.99868,23.02266,40.50277,8161,41.5207995,1.74711183,0.47648696161734544
Cataluña,Barcelona,Pineda de Mar,354.0,25568.0,10729.0,197700064.3,18426.7,7732.324166927409,14549.15,0.44749351,0.17826847,5.475151,3.306811,1.046116,3.14815,8.176442,15.61779,26.29299,46.76463,8163,41.628764700000005,2.68966552,0.41962609511889865
Cataluña,Barcelona,Polinyà,82.0,7105.0,3823.0,73148058.64,19133.68,10295.293263898662,13753.78,0.39505903,0.14671349,3.334532,2.008564,0.5139812,3.703317,10.81889,15.68132,26.18322,43.61325,8167,41.5565656,2.15742381,0.5380717804363124
Cataluña,Barcelona,"Prat de Llobregat, El",717.0,62663.0,28962.0,587123166.78,20272.19,9369.534921404975,16929.76,0.36940431,0.13404536,7.919214,5.390636,1.906351,5.185378,12.79533,17.12723,22.39961,42.49245,8169,41.33095848,2.0926236,0.46218661730207616
Cataluña,Barcelona,Premià de Dalt,231.0,9788.0,4474.0,172675014.28,38595.22,17641.501254597468,27407.24,0.51015958,0.23938656,14.31316,9.523211,2.207273,3.021572,9.215941,13.39144,20.05625,54.31479,8230,41.50802045,2.34158045,0.45709031467102573
Cataluña,Barcelona,Premià de Mar,464.0,27590.0,12650.0,308180691.5,24362.11,11170.014189923886,17073.13,0.48070215,0.20532913,8.307435,4.997993,1.207846,3.010515,8.942207,14.87299,21.27195,51.90234,8172,41.48960471,2.35662125,0.45849945632475536
Cataluña,Barcelona,Ripollet,357.0,35661.0,16708.0,318353897.84,19053.98,8927.22856453829,16475.13,0.3269755,0.10169812,4.194917,2.5266,0.8264356,6.264852,13.62266,17.52602,22.80326,39.78321,8180,41.49708333,2.15517594,0.46852303637026443
Cataluña,Barcelona,"Roca del Vallès, La",163.0,9656.0,5029.0,132442335.88000001,26335.72,13716.066267605634,20053.3,0.45263464,0.21940561,16.23094,13.25132,8.245942,5.024706,11.21428,15.06368,16.04695,52.65037,8181,41.58658677,2.32542696,0.5208160729080364
Cataluña,Barcelona,Roda de Ter,86.0,5671.0,2759.0,52711577.88,19105.32,9294.935263621937,17061.43,0.39809591,0.1994951,17.55265,14.16651,3.169039,4.987489,12.80031,17.8264,19.56208,44.82372,8183,41.98389922,2.31045051,0.4865103156409804
Cataluña,Barcelona,Rubí,802.0,70494.0,33696.0,672297874.5600001,19951.86,9536.951720146397,15704.66,0.39566987,0.14167316,6.81502,4.31191,1.356015,5.151071,11.3232,15.87575,22.32054,45.32944,8184,41.49173695,2.03003252,0.4779981275002128
Cataluña,Barcelona,Sabadell,2961.0,201712.0,92710.0,2102087070.9,22673.79,10421.229628876816,16601.65,0.46258259,0.19609824,11.44326,8.305465,4.045888,3.798888,9.975387,14.75489,21.15154,50.31929,8187,41.54695899,2.10778994,0.45961568969620054
Cataluña,Barcelona,Sallent,91.0,7083.0,3177.0,59698911.690000005,18790.97,8428.47828462516,11643.42,0.45810108,0.18394824,5.386822,2.883242,0.5991458,3.48521,8.40551,12.59879,28.69509,46.8154,8191,41.823657700000005,1.89657043,0.4485387547649301
Cataluña,Barcelona,Sant Adrià de Besòs,360.0,32734.0,13018.0,254144165.36,19522.52,7763.92024683815,12733.76,0.49172888,0.22814166,14.69538,8.140935,1.628187,3.494444,10.41267,13.52331,18.02929,54.54029,8194,41.43402794,2.21447569,0.39769047473574876
Cataluña,Barcelona,Sant Andreu de la Barca,271.0,25743.0,12684.0,257346056.51999998,20289.03,9996.739172590607,18903.33,0.400535,0.15378556,6.108903,3.617597,1.029115,3.747093,11.04436,18.05338,22.90096,44.2542,8196,41.44675659,1.97523925,0.49271646661228297
Cataluña,Barcelona,Sant Andreu de Llavaneres,264.0,9745.0,4401.0,174621161.61,39677.61,17919.051986659826,17563.55,0.58619403,0.32191178,24.44609,20.01025,6.108961,3.827698,6.898963,9.716996,13.82663,65.72971,8197,41.57427707,2.48247164,0.4516162134427912
Cataluña,Barcelona,SANT ANTONI DE VILAMAJOR           ,107.0,5091.0,2579.0,69931209.77,27115.63,13736.24234335101,14543.64,0.46262247,0.19779367,9.190893,5.15228,0.9313155,3.102355,8.942938,15.85717,23.30507,48.79247,8198,41.67229651,2.39990419,0.5065802396385779
Cataluña,Barcelona,Sant Boi de Llobregat,989.0,80727.0,37323.0,744645728.97,19951.39,9224.246274109035,17086.1,0.40134455,0.15972327,10.56366,8.129131,4.276742,4.50918,11.26515,17.07041,22.78811,44.36714,8200,41.3425371,2.04182116,0.46233602140547775
Cataluña,Barcelona,Sant Celoni,245.0,15992.0,7763.0,169850791.39,21879.53,10620.984954352176,16734.87,0.38294632,0.13219869,6.020152,3.874966,1.444957,5.7365,11.85217,15.54033,20.59146,46.27953,8202,41.6897174,2.4898404,0.4854302151075538
Cataluña,Barcelona,Sant Cugat del Vallès,2475.0,74345.0,36136.0,1822497117.04,50434.39,24514.050938731587,30533.88,0.54862715,0.28949708,21.00746,17.40951,11.38478,2.885392,7.939102,12.0018,18.41735,58.75635,8205,41.47345403,2.08526472,0.4860582419799583
Cataluña,Barcelona,Sant Esteve Sesrovires,157.0,6704.0,3478.0,84401565.06,24267.27,12589.732258353222,20488.04,0.40665533,0.19223183,8.10003,5.457104,1.628322,2.715961,14.38885,16.85457,18.36633,47.6743,8208,41.49331375,1.87385015,0.5187947494033412
Cataluña,Barcelona,Sant Feliu de Codines,64.0,5495.0,2544.0,55293432.96,21734.84,10062.499173794358,15259.31,0.37802884,0.1307851,6.363452,4.188898,1.5873,6.23317,11.5904,13.6875,24.44273,44.0462,8210,41.68762454,2.161917,0.4629663330300273
Cataluña,Barcelona,Sant Feliu de Llobregat,632.0,42273.0,21074.0,493562141.82,23420.43,11675.58824355972,16118.4,0.47204515,0.20399659,12.40545,8.982049,2.613797,4.241332,9.927643,14.22834,18.96495,52.63773,8211,41.38074375,2.04579427,0.49852151491495755
Cataluña,Barcelona,Sant Fost de Campsentelles,136.0,7656.0,3945.0,99495937.65,25220.77,12995.812127742947,20109.36,0.44216836,0.17632594,8.631896,5.403971,1.338698,3.713729,8.985695,15.8791,24.1007,47.32077,8209,41.52003914,2.2330792,0.515282131661442
Cataluña,Barcelona,Sant Fruitós de Bages,138.0,7448.0,4098.0,104834790.11999999,25581.94,14075.562583243822,12984.03,0.61185856,0.32450275,14.08611,8.774422,2.055244,1.946196,6.584639,9.757889,12.73568,68.97559,8213,41.75150776,1.87003405,0.5502148227712137
Cataluña,Barcelona,Sant Joan de Vilatorrada,143.0,10474.0,5222.0,97813125.34,18730.97,9338.660047737254,23686.12,0.33783868,0.1271029,3.405293,2.174134,0.5851796,3.585369,10.67659,22.46055,27.98484,35.29265,8218,41.74476103,1.80667596,0.4985678823754058
Cataluña,Barcelona,Sant Joan Despí,528.0,31671.0,15820.0,413275510.2,26123.61,13049.019929904329,22465.55,0.37114062,0.13113853,6.587602,4.129519,1.333951,5.256897,12.94601,17.27452,22.5616,41.96098,8217,41.36756402,2.05542054,0.4995105932872344
Cataluña,Barcelona,Sant Just Desvern,501.0,15391.0,7736.0,425120508.08,54953.53,27621.370156585017,39094.06,0.60134162,0.35719011,23.40399,19.6054,15.09811,1.419579,6.715751,12.70433,17.14588,62.01447,8221,41.38602589,2.07609668,0.5026314079656943
Cataluña,Barcelona,Sant Pere de Ribes,489.0,27509.0,12709.0,324122837.69,25503.41,11782.428939256244,16370.92,0.48806436,0.21544788,13.73679,10.45519,4.523864,3.879753,9.493523,13.33271,19.16222,54.13179,8231,41.26069324,1.77197485,0.46199425642516995
Cataluña,Barcelona,Sant Quirze del Vallès,450.0,17819.0,9432.0,317270314.8,33637.65,17805.169470789606,27890.89,0.46086983,0.18191507,8.48426,5.305737,1.741339,3.816981,8.646998,15.02953,21.43326,51.07323,8238,41.53329124,2.08098195,0.5293226331443964
Cataluña,Barcelona,Sant Sadurní d'Anoia,147.0,11790.0,6014.0,139561545.54,23206.11,11837.281216284986,18203.67,0.36315059,0.12206092,7.692248,5.520781,2.37898,6.641472,12.09795,15.80351,21.09104,44.36602,8240,41.424710499999996,1.79006877,0.5100932994062765
Cataluña,Barcelona,Sant Vicenç de Castellet,101.0,8096.0,3881.0,70147134.5,18074.5,8664.418787055336,14356.35,0.3413542,0.1143918,6.548599,3.927271,0.8349878,5.958898,14.13552,15.87433,23.67413,40.35712,8262,41.66737557,1.86467074,0.4793725296442688
Cataluña,Barcelona,Sant Vicenç de Montalt,155.0,5267.0,2517.0,104261036.58,41422.74,19795.14649325992,15602.39,0.65884719,0.38541411,20.92566,12.87004,2.145006,1.809354,5.568995,6.755874,16.0658,69.79998,8264,41.57840228,2.50930848,0.4778811467628631
Cataluña,Barcelona,Sant Vicenç dels Horts,306.0,27106.0,12016.0,240264005.44,19995.34,8863.86797904523,16517.91,0.38590874,0.14380493,7.307168,4.303435,1.099361,4.290393,12.62979,16.47479,23.28732,43.3177,8263,41.39272464,2.01065601,0.4432966870803512
Cataluña,Barcelona,Santa Coloma de Cervelló,113.0,7508.0,3907.0,98978687.76,25333.68,13183.096398508258,20770.42,0.29951692,0.09502836,5.530019,3.537209,0.9898924,7.168921,15.49365,17.38369,20.96495,38.98879,8244,41.3663146,2.01483385,0.520378263185935
Cataluña,Barcelona,Santa Coloma de Gramenet,1266.0,116765.0,48224.0,840335510.0799999,17425.67,7196.809918040508,14444.0,0.40724181,0.15342906,8.063685,5.568787,2.021657,4.376244,11.12766,16.34662,22.4394,45.71007,8245,41.45365731,2.2121554,0.4130004710315591
Cataluña,Barcelona,Santa Eulàlia de Ronçana,107.0,6458.0,3210.0,72354298.8,22540.28,11203.82452771756,27239.14,0.34120224,0.12188456,5.772984,3.827118,1.985077,5.430892,10.13252,20.66655,26.67507,37.09496,8248,41.65270716,2.2265843999999997,0.4970579126664602
Cataluña,Barcelona,Santa Margarida de Montbui,108.0,9825.0,4157.0,66597800.48,16020.64,6778.402084478371,14891.39,0.38792934,0.15385912,10.24809,7.435391,2.861847,4.756056,11.98679,17.70209,22.44502,43.11005,8250,41.55659597,1.60489809,0.42310432569974554
Cataluña,Barcelona,Santa Margarida i els Monjos,81.0,6459.0,3227.0,63614560.940000005,19713.22,9848.979863756,17088.77,0.45340923,0.22221624,15.63633,10.20902,1.93872,2.845909,9.904644,18.11697,21.31941,47.81306,8251,41.32186526,1.66400812,0.49961294318005883
Cataluña,Barcelona,Santa Maria de Palautordera,143.0,8235.0,3906.0,89151012.72,22824.12,10825.86675409836,17516.11,0.44129424,0.18448374,9.486032,6.458435,1.8675,3.294035,8.800414,16.84793,25.11047,45.94715,8259,41.69278351,2.4439721000000003,0.4743169398907104
Cataluña,Barcelona,Santa Perpètua de Mogoda,313.0,23443.0,11639.0,241029839.59,20708.81,10281.527090816022,13704.9,0.48019729,0.20868471,10.45364,6.191442,1.219144,3.564985,9.978559,13.91523,19.46422,53.077,8260,41.53543796,2.17904833,0.49648082583287123
Cataluña,Barcelona,Santpedor,106.0,6557.0,3517.0,84250157.03999999,23955.12,12848.887759646179,14352.83,0.54954117,0.31661055,27.80574,23.32766,5.675394,3.520665,7.766939,13.39464,17.47233,57.84543,8192,41.78453445,1.83917708,0.5363733414671343
Cataluña,Barcelona,Sentmenat,98.0,7376.0,3700.0,77945051.0,21066.23,10567.38760845987,14598.28,0.39956966,0.16642087,9.433268,4.93882,0.8231368,6.595263,13.28173,13.95586,17.94378,48.22338,8267,41.60616497,2.1363654999999997,0.5016268980477223
Cataluña,Barcelona,Sitges,599.0,26225.0,11343.0,395022470.46000004,34825.22,15062.820608579601,24641.69,0.52663935,0.25865957,16.40167,11.67344,3.19521,3.149775,8.829718,13.88031,16.4577,57.6825,8270,41.23716944,1.80568423,0.4325262154432793
Cataluña,Barcelona,Súria,66.0,6369.0,2963.0,63953243.85,21583.95,10041.332053697597,10041.4,0.51518641,0.25591335,11.60973,8.871192,4.270256,2.151403,6.361869,9.178064,32.89064,49.41802,8274,41.83132081,1.7528778999999999,0.46522216988538234
Cataluña,Barcelona,Taradell,97.0,5864.0,2913.0,64158417.18,22024.86,10941.067049795362,22318.97,0.43656496,0.17719634,5.749146,3.261485,0.9491807,3.008647,8.492141,16.94682,27.61617,43.93622,8278,41.87339318,2.28776594,0.4967598908594816
Cataluña,Barcelona,Teià,176.0,5969.0,2917.0,142436234.9,48829.7,23862.66290835986,23034.6,0.64195597,0.36730327,19.39937,9.365215,1.337888,2.295723,6.24868,8.701299,12.22219,70.5321,8281,41.50009229,2.31966318,0.48869157312782713
Cataluña,Barcelona,Terrassa,2758.0,202136.0,95844.0,2050417528.32,21393.28,10143.75236632762,15218.63,0.44329062,0.18183932,10.93313,7.400753,2.677469,4.46465,11.07232,14.32619,19.65516,50.48169,8279,41.56236346,2.01215141,0.4741560137729054
Cataluña,Barcelona,Tiana,215.0,7417.0,3788.0,138058811.68,36446.36,18613.834660914115,22602.41,0.54815123,0.262418,14.90524,10.96613,3.388372,3.246919,7.264463,11.94915,17.53401,60.00546,8282,41.48460833,2.26828224,0.5107186193878926
Cataluña,Barcelona,Tona,139.0,7578.0,3670.0,82261398.5,22414.55,10855.291435735022,13877.06,0.53189828,0.25107303,12.9803,7.523627,1.299408,3.628266,7.828698,12.59982,18.39812,57.54509,8283,41.85002707,2.22740699,0.48429664819213514
Cataluña,Barcelona,Tordera,208.0,14017.0,6376.0,130309882.56,20437.56,9296.56007419562,13334.2,0.4684761,0.20407745,14.06775,11.26941,2.694418,4.253556,9.887272,13.92466,19.29413,52.64038,8284,41.69992525,2.7192519,0.45487622173075554
Cataluña,Barcelona,Torelló,197.0,13449.0,6902.0,138330919.3,20042.15,10285.591441742881,16737.0,0.38046572,0.13104165,5.198614,3.187251,0.8621566,4.52889,10.88523,16.20791,26.99394,41.38403,8285,42.04691464,2.26334489,0.5131980072867871
Cataluña,Barcelona,Vacarisses,75.0,5431.0,2737.0,58584992.339999996,21404.82,10787.146444485361,16940.15,0.4081727,0.15235182,5.628537,3.379879,0.6441023,4.516147,11.09389,14.81986,24.35489,45.21522,8291,41.60726894,1.91761844,0.5039587552936844
Cataluña,Barcelona,Vallirana,199.0,13326.0,6747.0,150757734.27,22344.41,11313.052248986944,13788.83,0.48295576,0.20695814,9.57077,6.178416,1.584534,3.768095,8.887307,13.47646,22.02089,51.84725,8295,41.38542932,1.93107649,0.5063034669067987
Cataluña,Barcelona,Vic,668.0,38321.0,18927.0,435034066.68,22984.84,11352.367283734768,16043.01,0.47159799,0.20739099,13.12491,9.713823,4.989807,3.919872,10.04068,14.07797,19.71644,52.24504,8298,41.92838354,2.25573569,0.493906735210459
Cataluña,Barcelona,Viladecans,746.0,61718.0,30233.0,611190025.6700001,20215.99,9902.946071972521,17713.84,0.35897827,0.11839928,4.535761,2.842308,0.9097495,5.072895,12.63221,17.46003,22.9606,41.87426,8301,41.31732529,2.01824715,0.48985709193428173
Cataluña,Barcelona,Viladecavalls,105.0,7079.0,3345.0,84196693.95,25170.91,11893.868335923153,24250.22,0.31286254,0.09714561,4.377662,2.666767,0.7206581,6.451387,12.92446,19.04662,24.92621,36.65132,8300,41.55777957,1.95511589,0.47252436784856616
Cataluña,Barcelona,Vilafranca del Penedès,546.0,36656.0,18297.0,414959126.76000005,22679.08,11320.360289175034,17206.68,0.42989396,0.16724239,8.533559,5.675797,1.900186,3.914084,10.82728,15.55775,21.52255,48.17833,8305,41.34721210000001,1.6977467000000002,0.4991542994325622
Cataluña,Barcelona,Vilanova del Camí,130.0,12208.0,5741.0,94150562.88,16399.68,7712.202070773263,13789.38,0.35520823,0.11577296,4.008272,2.795535,1.254207,4.46353,12.43687,16.94384,25.17678,40.97898,8302,41.57161802,1.63933412,0.4702653997378768
Cataluña,Barcelona,Vilanova i la Geltrú,998.0,63196.0,30236.0,699847898.48,23146.18,11074.24359896196,19523.04,0.40247082,0.15356102,8.304162,5.524363,1.644049,4.594986,11.83583,16.53158,21.02115,46.01646,8307,41.22721991,1.7238398999999998,0.478448003038167
Cataluña,Barcelona,Vilassar de Dalt,172.0,8476.0,4044.0,127404925.92,31504.68,15031.256007550732,13946.88,0.63352028,0.34644064,17.49909,12.26361,2.80018,2.271693,6.090343,8.815454,11.11196,71.71055,8214,41.517491899999996,2.35833463,0.4771118452100047
Cataluña,Barcelona,Vilassar de Mar,400.0,19052.0,9068.0,266550504.84,29394.63,13990.683646861222,12729.16,0.56260365,0.26515333,10.55666,7.224997,2.79146,2.747011,6.191255,9.307734,21.65105,60.10295,8219,41.50345155,2.39181862,0.475960529078312
Cataluña,Girona,Anglès,175.0,5281.0,2385.0,45331289.550000004,19006.83,8583.845777314904,15516.88,0.35327096,0.11202284,6.246854,3.638786,0.691164,6.325347,12.74136,16.49959,21.70654,42.72716,17008,41.95671537,2.63929213,0.45161901155084266
Cataluña,Girona,Arbúcies,226.0,6271.0,2754.0,55018090.08,19977.52,8773.415735927285,13928.61,0.47005167,0.21144765,14.53182,10.64714,1.907099,4.187292,10.09453,14.4241,19.70543,51.58865,17009,41.816088799999996,2.51366963,0.4391644075904959
Cataluña,Girona,Banyoles,629.0,17451.0,8396.0,184660028.76000002,21993.81,10581.630208011004,15207.6,0.4651017,0.18812405,9.21101,5.527547,1.324842,3.860794,9.665294,14.07564,20.66241,51.73586,17015,42.12059137,2.7694699000000003,0.4811185605409432
Cataluña,Girona,"Bisbal d'Empordà, La",367.0,9593.0,4535.0,85157096.25,18777.75,8877.003674554362,14748.21,0.44655162,0.18328273,9.979888,6.835187,2.316784,4.110816,9.988297,14.95284,21.8301,49.11795,17022,41.96013018,3.03828637,0.4727405399770666
Cataluña,Girona,Blanes,1304.0,38368.0,16101.0,325847207.7,20237.7,8492.681601855713,14564.62,0.45528338,0.19067255,11.00477,7.946217,3.226703,3.7272980000000002,10.04754,14.73631,22.03929,49.44957,17023,41.67592157,2.79229296,0.41964658048373643
Cataluña,Girona,Caldes de Malavella,210.0,6067.0,2917.0,59169040.57,20284.21,9752.602698203396,16902.35,0.39803801,0.13829666,5.935235,3.751522,0.9600492,4.959233,11.42775,15.77565,21.82651,46.01086,17033,41.83670952,2.80903801,0.480797758364925
Cataluña,Girona,Calonge,358.0,10009.0,4237.0,100543671.03999999,23729.92,10045.32631032071,16570.4,0.51530471,0.24337938,16.02315,12.4998,4.273401,3.16652,8.541092,13.10276,19.60758,55.58205,17034,41.86228799,3.07314483,0.42331901288840046
Cataluña,Girona,Cassà de la Selva,302.0,8994.0,4240.0,91817581.6,21655.09,10208.759350678229,15610.49,0.43371866,0.16658798,9.491023,6.740275,2.32829,4.410678,10.64621,14.68788,21.25787,48.99735,17044,41.88728278,2.87439907,0.4714253947075828
Cataluña,Girona,Castelló d'Empúries,344.0,10629.0,3917.0,74270824.55000001,18961.15,6987.5646391946575,12966.03,0.50037898,0.22312863,9.839114,5.964636,1.060746,3.595649,9.016154,13.16941,18.06232,56.15646,17047,42.25961136,3.07630065,0.36852008655564966
Cataluña,Girona,Castell-Platja d'Aro,322.0,9766.0,3704.0,93939884.96000001,25361.74,9619.07484742986,14678.89,0.57912528,0.29017387,13.4319,8.982391,1.773914,2.355362,6.433115,11.25011,18.33745,61.62397,17048,41.81426606,3.06798443,0.3792750358386238
Cataluña,Girona,"Escala, L'",302.0,9330.0,3830.0,79812527.39999999,20838.78,8554.397363344051,14219.52,0.49493495,0.22771653,13.63368,10.47106,3.428066,3.457968,9.317745,13.36821,20.00104,53.85503,17062,42.12467235,3.13299609,0.4105037513397642
Cataluña,Girona,Figueres,1426.0,41115.0,18279.0,388611174.42,21259.98,9451.810152499089,14893.58,0.47771004,0.21115364,13.27605,10.22741,4.234842,3.686106,9.450651,14.12693,20.84359,51.89272,17066,42.2678359,2.96027805,0.44458226924480115
Cataluña,Girona,Girona,3348.0,92186.0,44969.0,1175926758.68,26149.72,12756.0232430087,19518.38,0.45137086,0.18690688,10.45164,7.365952,3.117425,3.732623,9.876912,14.82127,21.72586,49.84333,17079,41.98186075,2.82411899,0.48780725923676044
Cataluña,Girona,Llagostera,262.0,7314.0,3335.0,70115373.5,21024.1,9586.460691823899,14842.44,0.4988936,0.22739835,12.52736,8.976902,3.713209,3.246552,8.626433,13.42884,20.98554,53.71264,17089,41.82867449,2.8919991,0.4559748427672956
Cataluña,Girona,Lloret de Mar,1102.0,34997.0,12823.0,241115228.82,18803.34,6889.597074606395,12279.64,0.48199676,0.20950164,12.58593,9.212339,3.752641,4.007148,9.034454,13.20801,20.78893,52.96146,17095,41.69957944,2.84739507,0.3664028345286739
Cataluña,Girona,Maçanet de la Selva,208.0,6254.0,2709.0,49864508.82,18406.98,7973.218551327151,13214.73,0.44418232,0.17245555,5.732445,3.771218,1.668288,3.640014,9.461805,14.42306,20.8899,51.58522,17103,41.77749403,2.73045604,0.43316277582347296
Cataluña,Girona,Olot,1244.0,32337.0,15847.0,322687389.96,20362.68,9978.890743111606,15299.45,0.452148,0.18796316,11.48726,8.13343,2.456332,3.908093,10.26681,14.9139,21.07066,49.84053,17114,42.18183793,2.48816559,0.49005782849367596
Cataluña,Girona,Palafrugell,800.0,21412.0,8790.0,186354592.5,21200.75,8703.278185129833,14954.19,0.48697718,0.22736499,15.60272,11.93343,4.863053,3.567811,9.089,14.17101,20.23406,52.93812,17117,41.91718159,3.16397764,0.41051746684102375
Cataluña,Girona,Palamós,584.0,17400.0,7237.0,152422220.24,21061.52,8759.89771494253,14189.68,0.46910005,0.19934493,10.67922,7.960058,3.393556,3.806221,9.954874,13.90581,19.91392,52.41917,17118,41.84674675,3.12865803,0.41591954022988503
Cataluña,Girona,Puigcerdà,275.0,8949.0,3679.0,77167466.47999999,20975.12,8623.026760531902,14679.68,0.45111487,0.17234254,6.66542,3.924999,0.9863757,4.015293,9.492776,14.04497,21.34264,51.10432,17141,42.43264078,1.92634012,0.41110738630014526
Cataluña,Girona,Ripoll,379.0,10867.0,5207.0,99658699.58999999,19139.37,9170.764662740406,16716.05,0.38100903,0.13723275,6.991716,4.570331,1.138092,4.311687,12.01035,17.83443,22.94171,42.90181,17147,42.20127351,2.19082613,0.4791570810711328
Cataluña,Girona,Roses,632.0,18139.0,7357.0,142575790.77,19379.61,7860.179214399913,14123.46,0.44221601,0.17732899,9.391257,6.379258,2.210076,3.947203,9.574574,15.10693,22.51736,48.85394,17152,42.26182986,3.17830899,0.40559016483819393
Cataluña,Girona,Salt,816.0,27673.0,10853.0,183454662.27,16903.59,6629.373839843892,14294.3,0.37188603,0.12988813,6.051815,3.814398,1.176199,4.863807,11.92882,17.43064,23.96751,41.80922,17155,41.97437513,2.78141235,0.3921873306110649
Cataluña,Girona,Sant Feliu de Guíxols,755.0,21155.0,8791.0,179480924.04,20416.44,8484.090004254313,15749.14,0.43304595,0.17235075,9.908615,6.761974,2.397128,4.532698,10.80657,15.49136,21.7256,47.44377,17160,41.78042564,3.02869534,0.41555187898841883
