Nombre Comunidad Autónoma,Nombre Provincia,Nombre municipio,Número de observaciones muestrales,Población (INE),Población declarante (IRPF),Renta imponible agregada (IRPF),Renta imponible media (por declarante),Renta imponible media (por habitante),Renta mediana,Índice de Gini ,"Índice de Atkinson 0,5",Top 1%,"Top 0,5%","Top 0,1%",Quintil 1,Quintil 2,Quintil 3,Quintil 4,Quintil 5,COD_INE_CAPITAL,LATITUD_ETRS89,LONGITUD_ETRS89,Porcentaje de Poblacion Declarante
Andalucía,Sevilla,Cantillana,212.0,9927.0,2862.0,42396551.82,14813.61,4270.832257479601,8844.21,0.56473733,0.2998254,19.67723,15.79221,2.928969,2.722837,7.736499,11.97155,17.31724,60.25187,41023,37.60521841,-5.82628909,0.2883046237533998
Andalucía,Sevilla,Carmona,666.0,27578.0,9579.0,153807416.67,16056.73,5577.178064761766,12582.24,0.47225624,0.22538823,13.39327,10.95585,8.293338,2.98781,9.436513,15.76201,21.9389,49.87477,41024,37.47265463,-5.63324752,0.34734208427007035
Andalucía,Sevilla,Casariche,171.0,5453.0,1757.0,19674446.75,11197.75,3608.0041720154045,8454.89,0.45004768,0.19003392,6.937382,3.26465,0.4080813,3.507446,9.014062,15.91558,23.41767,48.14524,41026,37.29540105,-4.75917554,0.32220795892169446
Andalucía,Sevilla,Castilleja de la Cuesta,371.0,17034.0,6329.0,117412190.33999999,18551.46,6892.8138041563925,14122.59,0.39988561,0.14069946,5.416775,3.243239,0.8445113,4.669527,11.31567,15.34379,23.68176,44.98926,41029,37.38754489,-6.05308137,0.37155101561582715
Andalucía,Sevilla,Cazalla de la Sierra,124.0,5095.0,1665.0,23271938.099999998,13977.14,4567.603159960745,6787.16,0.60519603,0.33277115,19.64641,12.63972,1.579965,1.892192,6.05563,10.50991,17.53611,64.00616,41032,37.92926967,-5.75874061,0.3267909715407262
Andalucía,Sevilla,Constantina,171.0,6687.0,1851.0,24674200.200000003,13330.2,3689.875908479139,9011.46,0.463919,0.18291408,6.359437,3.59555,0.4280665,3.632747,9.226144,14.43067,20.68538,52.02506,41033,37.87292437,-5.62009557,0.27680574248541945
Andalucía,Sevilla,Coria del Río,537.0,26831.0,8920.0,144617284.0,16212.7,5389.932689799113,13403.89,0.4191557,0.16557743,8.294537,5.212311,1.05639,3.81886,10.71226,16.5504,23.41977,45.49871,41034,37.28383805,-6.05111441,0.33245126905445194
Andalucía,Sevilla,"Coronil, El",122.0,5045.0,1614.0,21930273.42,13587.53,4346.932293359762,9937.99,0.46418523,0.19561151,9.094226,5.015646,0.6269557,3.6022,9.556643,15.46703,19.81693,51.5572,41036,37.08163152,-5.63458688,0.3199207135777998
Andalucía,Sevilla,"Cuervo de Sevilla, El",198.0,8410.0,2523.0,30132971.13,11943.31,3582.993,10823.71,0.42476429,0.18570491,6.041512,2.899926,0.4833209,2.821071,10.99795,17.85817,22.00403,46.31878,41903,36.85104185,-6.03991511,0.3
Andalucía,Sevilla,Dos Hermanas,2682.0,117564.0,47175.0,918861912.75,19477.73,7815.844244411554,15215.62,0.42935288,0.17068061,8.894704,6.203902,2.8299,4.008914,10.66449,15.46494,21.97577,47.88589,41038,37.28894862,-5.91334407,0.40127079718281106
Andalucía,Sevilla,Écija,1048.0,39510.0,14629.0,241043788.48,16477.12,6100.829878005568,11329.89,0.52426533,0.26110413,17.20564,13.78637,6.426684,2.938025,8.663864,13.52973,18.68307,56.18531,41039,37.54077247,-5.07543598,0.37026069349531765
Andalucía,Sevilla,Espartinas,309.0,10485.0,5306.0,149018373.28,28084.88,14212.529640438723,16363.87,0.51221834,0.24549989,16.19055,13.10952,8.865059,3.556169,8.954489,12.04531,19.44501,55.99902,41040,37.38262852,-6.12488688,0.5060562708631379
Andalucía,Sevilla,Estepa,410.0,12397.0,5104.0,69077382.88,13533.97,5572.104773735581,10780.29,0.47198517,0.19490939,7.243096,4.492959,1.151785,3.218124,8.310936,15.01645,23.67376,49.78074,41041,37.28845167,-4.8765968,0.41171251109139306
Andalucía,Sevilla,Fuentes de Andalucía,259.0,7365.0,2620.0,31859514.400000002,12160.12,4325.799646978955,10059.01,0.43741302,0.18117823,9.059663,6.052737,1.795244,3.781808,10.14378,16.72366,23.26892,46.08183,41042,37.46271648,-5.34761743,0.3557365919891378
Andalucía,Sevilla,Gelves,240.0,8540.0,3948.0,103431796.44,26198.53,12111.451573770491,18718.92,0.47797995,0.20067181,9.57305,6.562743,1.688865,3.65982,8.544769,13.91899,22.55105,51.32537,41044,37.33847442,-6.02721887,0.46229508196721314
Andalucía,Sevilla,Gerena,157.0,6016.0,2050.0,30879519.0,15063.18,5132.898769946809,14355.98,0.37831808,0.13815808,6.180598,4.215557,1.578962,4.054893,9.667567,18.37737,28.04319,39.85698,41045,37.52460734,-6.1582894,0.34075797872340424
Andalucía,Sevilla,Gines,315.0,12568.0,5342.0,139289337.96,26074.38,11082.856298535966,16714.2,0.49906822,0.23211375,13.86684,11.13583,6.92398,3.227777,8.700835,12.92098,22.23479,52.91561,41047,37.38739578,-6.07790809,0.4250477402928071
Andalucía,Sevilla,Guillena,206.0,9995.0,3449.0,58890916.22,17074.78,5892.03764082041,13748.72,0.4358964,0.19336653,11.98762,8.33277,1.657663,4.188564,11.66532,15.73137,19.97108,48.44367,41049,37.53939693,-6.05232296,0.34507253626813406
Andalucía,Sevilla,Herrera,205.0,6450.0,2511.0,33410587.59,13305.69,5179.9360604651165,9157.17,0.46623144,0.19811993,5.557058,3.031621,0.6800243,2.753676,9.046197,15.32556,22.79928,50.07529,41050,37.36666181,-4.84797484,0.3893023255813953
Andalucía,Sevilla,Isla Mayor,89.0,5759.0,1461.0,19479030.87,13332.67,3382.363408577878,10841.85,0.38660765,0.13955902,3.712212,2.016955,0.5117782,4.6836,10.80611,17.02905,24.3714,43.10983,41902,37.13384448,-6.16284896,0.25368987671470744
Andalucía,Sevilla,Lebrija,573.0,25614.0,8871.0,127349414.7,14355.7,4971.867521667838,12306.75,0.3976289,0.15143597,6.499289,4.101447,0.8927074,4.026405,11.57341,16.97753,23.54619,43.87647,41053,36.91958656,-6.08085356,0.346334036074022
Andalucía,Sevilla,Lora del Río,475.0,19194.0,6243.0,87936151.08,14085.56,4581.439568615192,9815.01,0.48798939,0.22562278,12.63078,9.816504,5.100349,2.643666,8.021329,14.30227,24.39498,50.63776,41055,37.65333439,-5.53035872,0.32525789309159114
Andalucía,Sevilla,Mairena del Alcor,476.0,19363.0,7581.0,125902063.98000002,16607.58,6502.198212053918,13588.52,0.41639744,0.15855121,6.875437,4.56104,1.735936,4.070124,10.76779,16.49387,22.75994,45.90828,41058,37.37311949,-5.74567851,0.39151990910499407
Andalucía,Sevilla,Mairena del Aljarafe,966.0,39389.0,16352.0,402001819.52,24584.26,10205.94124044784,19288.56,0.45322693,0.18844018,8.963631,6.338257,2.957732,3.587682,9.505663,15.49599,22.72965,48.68102,41059,37.34331877,-6.06529774,0.41514128309934245
Andalucía,Sevilla,Marchena,434.0,19310.0,6731.0,98191020.28,14587.88,5084.982924909374,11346.9,0.42637064,0.16708051,7.369503,4.505507,1.260128,3.816457,9.818709,15.62142,24.89831,45.84511,41060,37.33366244,-5.41641222,0.34857586742620406
Andalucía,Sevilla,Montellano,167.0,7037.0,2271.0,28281762.240000002,12453.44,4019.008418360097,10094.5,0.42422661,0.15827643,4.775036,3.319073,1.353433,3.637353,9.366999,15.40003,24.65697,46.93864,41064,36.99536489,-5.57079248,0.3227227511723746
Andalucía,Sevilla,Morón de la Frontera,677.0,28165.0,10322.0,154552338.20000002,14973.1,5487.3899591691825,11603.02,0.47485318,0.22903235,14.4821,11.64616,8.610752,3.164874,9.580998,15.51787,20.89119,50.84507,41065,37.12022462,-5.44898927,0.36648322385939996
Andalucía,Sevilla,Olivares,209.0,9012.0,2966.0,48682055.419999994,16413.37,5401.914715934309,12767.14,0.42893145,0.17028607,6.383573,3.083573,0.4405104,4.292137,11.27019,15.48304,20.34673,48.60791,41067,37.4183665,-6.15621373,0.3291167332445628
Andalucía,Sevilla,Osuna,452.0,17698.0,6303.0,95727568.86,15187.62,5408.948404339473,12443.39,0.42487233,0.16272649,6.777979,4.337626,1.302527,3.513275,9.805812,16.08195,24.6621,45.93686,41068,37.23757134,-5.10120623,0.35614193694202734
Andalucía,Sevilla,Palacios y Villafranca (Los),850.0,35775.0,12092.0,165777329.64000002,13709.67,4633.887620964361,11927.56,0.41636235,0.16881024,7.805616,5.357763,1.977232,3.54877,10.90975,17.45007,23.27069,44.82072,41069,37.15743949,-5.9277983,0.33800139762403913
Andalucía,Sevilla,Palomares del Río,172.0,5738.0,2862.0,66568087.980000004,23259.29,11601.270125479261,17691.98,0.43855824,0.17601108,8.552312,6.136546,1.403964,3.94264,11.2559,15.03316,18.87427,50.89403,41070,37.322707799999996,-6.05681494,0.49878006273963055
Andalucía,Sevilla,Paradas,156.0,6990.0,2137.0,28983468.53,13562.69,4146.4189599427755,11658.76,0.41007947,0.15673633,8.110831,4.390433,0.8837968,4.471595,11.14497,16.22261,22.77749,45.38333,41071,37.28989484,-5.49618766,0.30572246065808295
Andalucía,Sevilla,Pedrera,144.0,5161.0,1799.0,21128589.369999997,11744.63,4093.8944720015497,9382.91,0.46767161,0.23146,15.25278,12.75959,1.95329,2.266178,9.088147,16.22402,24.14711,48.27455,41072,37.22335024,-4.89550627,0.34857585739197827
Andalucía,Sevilla,Pilas,307.0,12478.0,3965.0,55053747.45,13884.93,4412.065030453598,11929.87,0.40800303,0.15476118,6.166436,3.819908,1.2838,3.583583,10.06534,16.99233,24.85323,44.50553,41075,37.30120943,-6.30277734,0.31775925629107227
Andalucía,Sevilla,"Puebla de Cazalla, La",312.0,11013.0,3743.0,43588956.779999994,11645.46,3957.9548515390898,10413.68,0.40428688,0.15668544,4.395072,2.869935,0.9259622,3.410809,10.51469,17.57073,25.35655,43.14722,41077,37.22272096,-5.30648646,0.3398710614728049
Andalucía,Sevilla,"Puebla del Río, La",218.0,11851.0,3573.0,57168321.57,16000.09,4823.9238519956125,13355.65,0.42064845,0.17721676,9.928276,6.56684,1.27982,3.679354,11.5795,16.53999,22.21552,45.98564,41079,37.26894589,-6.06098644,0.30149354484853597
Andalucía,Sevilla,"Rinconada, La",693.0,34211.0,12386.0,201926604.66,16302.81,5902.388256993365,12738.83,0.4002767,0.14796577,5.167754,3.371869,1.192398,3.926733,10.99188,16.28006,25.25818,43.54315,41081,37.48806452,-5.97908069,0.36204729472976527
Andalucía,Sevilla,San Juan de Aznalfarache,443.0,19943.0,7289.0,125440993.07000001,17209.63,6289.976085343229,14167.85,0.43293173,0.17023567,6.110835,4.085145,1.723175,3.662699,10.02715,16.26236,22.22703,47.82076,41086,37.36584669,-6.02715361,0.3654916512059369
Andalucía,Sevilla,Sanlúcar la Mayor,249.0,12221.0,4108.0,76765210.08,18686.76,6281.418057442108,14175.42,0.46518846,0.19302026,7.956032,5.636667,3.274666,2.946601,8.297516,14.33319,24.77874,49.64396,41087,37.38407444,-6.20123512,0.33614270517960887
Andalucía,Sevilla,Santiponce,169.0,7794.0,3299.0,58474939.949999996,17725.05,7502.55837182448,12861.69,0.45985289,0.21798154,16.12968,14.27127,4.68688,3.990614,10.84067,14.33309,19.19176,51.64386,41089,37.43302379,-6.03627975,0.42327431357454454
Andalucía,Sevilla,Sevilla,16855.0,699145.0,287501.0,6961701589.53,24214.53,9957.450299337048,16889.54,0.4855002,0.22074137,12.79162,9.747799,5.271342,3.052984,8.95115,14.23317,21.79501,51.96769,41091,37.38620512,-5.99251368,0.41121798768495804
Andalucía,Sevilla,Tocina,224.0,9271.0,2884.0,37398529.56,12967.59,4033.9261740912525,11065.77,0.45266662,0.19599471,7.947134,5.977308,1.682361,2.912218,9.236528,16.05214,22.86313,48.93599,41092,37.61059891,-5.73448545,0.31107755366195666
Andalucía,Sevilla,Tomares,591.0,21099.0,9762.0,279890890.14,28671.47,13265.599798094696,23105.64,0.41402549,0.15267404,6.45354,4.08818,1.174167,4.527053,10.02574,16.15102,23.75571,45.54048,41093,37.37503003,-6.04697812,0.4626759562064553
Andalucía,Sevilla,Umbrete,157.0,6779.0,2770.0,52058410.50000001,18793.65,7679.364286767961,16459.18,0.39777829,0.15025837,5.746529,3.264267,0.6271601,3.862428,11.59449,17.20582,23.96995,43.3673,41094,37.36979771,-6.15767822,0.40861483994689485
Andalucía,Sevilla,Utrera,1114.0,49135.0,17254.0,282424514.56,16368.64,5747.92947104915,13420.32,0.42662581,0.1799926,10.13082,7.75724,4.69738,3.483912,10.55857,16.55016,22.83551,46.57186,41095,37.17935222,-5.78089198,0.35115498117431565
Andalucía,Sevilla,Valencina de la Concepción,232.0,7796.0,3231.0,84344350.32000001,26104.72,10818.926413545409,18022.41,0.48040592,0.217166,14.44543,10.91745,3.614144,3.784897,9.546438,14.20695,21.03123,51.43048,41096,37.41595233,-6.07689896,0.41444330425859416
Andalucía,Sevilla,Villanueva del Ariscal,113.0,5769.0,2091.0,35845782.99,17142.89,6213.517592303692,13768.23,0.42952729,0.16653309,7.498383,5.044876,1.316114,4.231211,10.12814,15.22748,22.56228,47.85089,41098,37.3956232,-6.14127425,0.3624544981799272
Andalucía,Sevilla,Villanueva del Río y Minas,79.0,5229.0,1203.0,16787973.27,13955.09,3210.5513998852553,10118.61,0.42222457,0.1699901,4.9101,2.578565,0.4297608,3.165182,10.96329,15.54445,25.70344,44.62365,41099,37.65723193,-5.711748,0.23006310958118187
Andalucía,Sevilla,Villaverde del Río,148.0,6912.0,2018.0,26455818.56,13109.92,3827.520046296296,12317.13,0.38902038,0.14607545,5.972137,4.076493,1.562344,4.128356,10.87983,18.33874,23.27376,43.37931,41101,37.58785018,-5.8734948,0.29195601851851855
Andalucía,Sevilla,"Viso del Alcor, El",464.0,17714.0,6312.0,91559157.84,14505.57,5168.745502991984,12378.09,0.40760028,0.16816193,8.656668,6.482348,3.730416,3.402437,11.24897,17.07524,22.99407,45.27928,41102,37.38897534,-5.71853155,0.35632832787625607
Aragón,Huesca,Barbastro,1089.0,16025.0,8804.0,170067748.39999998,19317.1,10612.652006240249,16092.34,0.41932677,0.16031634,7.122237,4.708821,1.497448,3.868086,10.67597,16.1214,23.38933,45.94522,22048,42.03662727,0.12246205,0.5493915756630265
Aragón,Huesca,Binéfar,623.0,9048.0,4521.0,121631085.18,26903.58,13442.869714854112,14306.43,0.59488254,0.38249322,31.83074,29.96396,26.15537,2.29375,7.107014,11.07172,17.29262,62.2349,22061,41.85299404,0.29344509999999996,0.4996684350132626
Aragón,Huesca,Fraga,922.0,13592.0,6445.0,117704841.65,18262.97,8659.861804738082,13406.35,0.45804567,0.18654215,7.895835,4.745706,1.016475,3.39159,9.39928,15.08636,21.41234,50.71043,22112,41.52221149,0.3489743,0.4741759858740436
Aragón,Huesca,Huesca,3396.0,49819.0,29129.0,636308149.21,21844.49,12772.399068829161,17081.76,0.43230469,0.17089291,8.551,5.934404,2.314138,3.758818,10.58206,15.73561,22.54734,47.37617,22125,42.14062739,-0.40842276,0.5846966016981473
Aragón,Huesca,Jaca,817.0,12759.0,6808.0,144294266.48000002,21194.81,11309.21439611255,16828.42,0.43063453,0.16919035,8.719743,5.675424,1.734912,3.638824,10.04146,16.06549,22.90734,47.34689,22130,42.57073634,-0.54955746,0.5335841366878282
Aragón,Huesca,Monzón,1021.0,16217.0,8282.0,153780755.74,18568.07,9482.688274033422,14241.38,0.4582225,0.20626892,13.0691,10.47084,7.496912,3.65437,10.18743,15.24456,21.46097,49.45267,22158,41.91031171,0.1946465,0.510698649565271
Aragón,Huesca,Sabiñánigo,622.0,9673.0,5282.0,117035756.54,22157.47,12099.220153003205,16625.39,0.44213952,0.17778915,10.19908,6.845769,2.086527,4.223296,10.52328,14.86752,21.12825,49.25766,22199,42.51870902,-0.36403034,0.5460560322547297
Aragón,Teruel,Alcañiz,1295.0,15587.0,8128.0,155947303.04,19186.43,10004.959455956887,14522.23,0.45832264,0.18747515,8.018214,5.201744,1.482991,3.337491,9.468116,14.92678,22.43524,49.83237,44013,41.05125534,-0.13284433,0.5214601911849618
Aragón,Teruel,Andorra,631.0,8156.0,3842.0,91483283.53999999,23811.37,11216.685083374203,16724.66,0.45464007,0.18081765,7.851804,5.350107,2.325217,3.655746,9.111461,14.22165,23.79955,49.21159,44025,40.97509431,-0.44371856,0.4710642471799902
Aragón,Teruel,Teruel,2931.0,34236.0,19785.0,417707053.35,21112.31,12200.813569050124,16901.33,0.41943107,0.1602378,7.905467,5.431038,2.452695,4.098405,10.97272,15.8841,22.28781,46.75697,44216,40.34412951,-1.10927177,0.577900455660708
Aragón,Zaragoza,Alagón,226.0,6547.0,3413.0,63000020.92,18458.84,9622.731162364442,14290.75,0.42757857,0.16187805,5.054677,2.849503,0.5759619,3.521293,9.704115,15.56544,25.81499,45.39416,50008,41.77030322,-1.12214332,0.521307469069803
Aragón,Zaragoza,"Almunia de Doña Godina, La",295.0,7170.0,3393.0,55816003.62,16450.34,7784.65880334728,15139.18,0.38460573,0.14421498,6.596163,4.374827,1.304624,3.568429,11.29057,18.31913,24.30319,42.51868,50025,41.47666813,-1.3746454,0.47322175732217575
Aragón,Zaragoza,Calatayud,829.0,21040.0,10449.0,203819865.84,19506.16,9687.255980988593,13153.24,0.51722349,0.2394662,13.76274,9.140582,2.355841,2.859116,8.136382,13.61734,19.17327,56.21389,50067,41.35431931,-1.64472637,0.4966254752851711
Aragón,Zaragoza,Caspe,379.0,8495.0,4255.0,67634246.2,15895.24,7961.653466745144,12802.65,0.41155762,0.16331259,8.830252,6.565047,2.971616,4.489633,12.19771,15.94374,21.23365,46.13527,50074,41.23639012,-0.03750663,0.5008828722778105
Aragón,Zaragoza,Ejea de los Caballeros,706.0,16935.0,8593.0,141372981.23000002,16452.11,8347.97645290818,12079.12,0.48757891,0.2158332,11.46595,8.122137,2.585739,3.551943,9.268198,14.08827,19.62545,53.46614,50095,42.12905622,-1.13778144,0.5074106879244169
Aragón,Zaragoza,Tarazona,468.0,10991.0,5827.0,103009939.08,17678.04,9372.208086616321,13080.55,0.44865385,0.17955668,8.004848,4.871737,0.8660895,3.499623,10.01031,15.05538,22.16177,49.27291,50251,41.90264813,-1.72518642,0.5301610408516059
Aragón,Zaragoza,Tauste,295.0,7489.0,3651.0,61979376.0,16976.0,8276.055014020563,13171.95,0.44079773,0.17651102,9.674139,5.712124,1.067968,3.776019,10.22657,15.88291,22.26565,47.84885,50252,41.92139418,-1.25694062,0.48751502203231406
Aragón,Zaragoza,Utebo,510.0,15912.0,8703.0,173165853.77999997,19897.26,10882.720825791854,16346.45,0.40880438,0.14962836,5.524191,3.427496,1.068634,3.91344,10.60512,16.29266,23.65206,45.53672,50272,41.71506874,-0.99446148,0.5469457013574661
Aragón,Zaragoza,Zaragoza,25222.0,654390.0,359003.0,8387035266.06,23362.02,12816.570036308623,17409.14,0.46246107,0.19849956,11.06781,7.974148,3.688975,3.485885,9.833344,14.95529,21.58551,50.13997,50297,41.65645655,-0.87928652,0.5486070997417443
Aragón,Zaragoza,Zuera,238.0,6759.0,3580.0,80629511.8,22522.21,11929.207249593135,14777.32,0.51605772,0.25470625,14.64508,7.113325,1.255293,3.260101,9.734047,13.01353,17.4936,56.49872,50298,41.86907598,-0.78671918,0.5296641515017014
"Asturias, Principado de",Asturias,Aller,380.0,13193.0,5807.0,105407734.88,18151.84,7989.671407564617,15719.97,0.40524473,0.15439859,4.700899,2.557678,0.491634,3.402664,10.73863,17.09701,26.03448,42.72721,33002,43.16103558,-5.63476777,0.44015765936481466
"Asturias, Principado de",Asturias,Avilés,631.0,83320.0,41181.0,820723740.27,19929.67,9850.260924987997,16234.21,0.40999832,0.15814827,6.737762,4.569362,1.793343,3.588903,10.91998,16.48145,24.66185,44.34782,33004,43.55857729,-5.92478951,0.49425108017282765
"Asturias, Principado de",Asturias,Cangas de Onís,304.0,6599.0,2905.0,45249035.3,15576.26,6856.953371722988,9640.74,0.53917206,0.26457727,14.52271,11.61659,1.88939,2.461461,7.503234,12.7228,20.41435,56.89816,33012,43.34839001,-5.12749781,0.44021821488104257
"Asturias, Principado de",Asturias,Cangas del Narcea,557.0,15127.0,6423.0,101823562.08,15852.96,6731.2462537185165,14336.74,0.42622627,0.17518206,5.330322,3.272698,0.870575,2.7183,9.099301,18.27006,26.67295,43.23938,33011,43.1772214,-6.55205753,0.4246050109076486
"Asturias, Principado de",Asturias,Carreño,377.0,10826.0,5439.0,101124009.21,18592.39,9340.846961943469,14933.07,0.41341143,0.16160056,6.8995,4.342726,1.093809,3.448178,10.97206,16.31734,24.44242,44.82,33014,43.5901987,-5.76718059,0.5024016257158692
"Asturias, Principado de",Asturias,Castrillón,574.0,22772.0,11639.0,275451483.75,23666.25,12096.06023845073,19030.1,0.45635063,0.22955397,18.23413,16.01048,7.757442,3.339617,10.69992,16.18963,20.93249,48.83834,33016,43.55998379,-5.97389938,0.5111101352538204
"Asturias, Principado de",Asturias,Corvera de Asturias,340.0,15723.0,7356.0,123862387.67999999,16838.28,7877.783354321694,15788.22,0.35458861,0.11855446,3.81911,2.179563,0.5666163,4.506594,12.63809,18.39056,24.09413,40.37062,33020,43.521958500000004,-5.87012215,0.4678496470139286
"Asturias, Principado de",Asturias,Cudillero,198.0,5894.0,2395.0,38490140.800000004,16071.04,6530.393756362403,9785.35,0.49745638,0.21935977,8.540649,6.030188,1.528542,2.748913,7.644859,12.82731,23.60897,53.16994,33021,43.5629171,-6.14543206,0.4063454360366474
"Asturias, Principado de",Asturias,Gijón,10464.0,274037.0,137969.0,2925307038.16,21202.64,10674.861563073599,16099.04,0.46093209,0.19984945,10.42573,7.489635,3.383667,2.998689,9.620069,15.39255,22.35577,49.63292,33024,43.53920222,-5.65949323,0.5034685097267887
"Asturias, Principado de",Asturias,Gozón,355.0,10723.0,4909.0,94467617.83999999,19243.76,8809.812351021168,15035.07,0.43882684,0.17826085,6.559404,3.774474,0.8024575,3.151989,9.578898,16.20283,25.14425,45.92204,33025,43.61654729,-5.78813115,0.4578009885293295
"Asturias, Principado de",Asturias,Grado,417.0,10950.0,4833.0,74408868.0,15396.0,6795.330410958904,11914.09,0.44478474,0.17800388,5.442577,3.416546,0.956798,3.171958,8.983798,15.57003,25.28102,46.99319,33026,43.38929203,-6.06990452,0.4413698630136986
"Asturias, Principado de",Asturias,Langreo,1293.0,45668.0,20452.0,374098576.08000004,18291.54,8191.70044845406,15382.28,0.38522132,0.14745435,7.386662,5.468747,2.963008,4.197283,11.71664,17.11047,24.62156,42.35404,33031,43.29473461,-5.68337382,0.44784093895068755
"Asturias, Principado de",Asturias,Laviana,436.0,14312.0,6687.0,123696126.0,18498.0,8642.826020122973,15826.76,0.39451601,0.15315981,8.014759,6.145119,1.557392,3.840615,11.17579,17.39,23.61474,43.97886,33032,43.24549029,-5.56291541,0.467230296254891
"Asturias, Principado de",Asturias,Lena,415.0,13009.0,5793.0,109841130.92999999,18961.01,8443.472283034822,16860.6,0.40937507,0.15587076,6.240367,4.340148,1.449197,3.431828,10.37928,17.40243,23.41682,45.36964,33033,43.15927913,-5.82960591,0.44530709508801597
"Asturias, Principado de",Asturias,Llanera,472.0,13382.0,6601.0,139104523.25,21073.25,10394.89786653714,15512.11,0.4857849,0.20582871,8.201435,5.316779,1.364753,3.389963,8.653255,14.18117,21.38962,52.38599,33035,43.44134929,-5.85167484,0.4932745479001644
"Asturias, Principado de",Asturias,Llanes,499.0,13627.0,5724.0,102259832.39999999,17865.1,7504.207264988625,11441.61,0.53341854,0.26437281,15.09074,11.30926,3.548929,2.516999,7.815902,12.97296,20.93452,55.75962,33036,43.42236986,-4.75450323,0.42004843325750346
"Asturias, Principado de",Asturias,Mieres,1285.0,44992.0,20631.0,385817030.04,18700.84,8575.2362651138,17601.53,0.3832094,0.14448596,4.377767,2.784923,1.048405,3.461234,11.3251,18.27301,26.36981,40.57084,33037,43.25363001,-5.7779978,0.458548186344239
"Asturias, Principado de",Asturias,Nava,217.0,5511.0,2402.0,39948694.86,16631.43,7248.901262928688,11365.36,0.50326443,0.22806447,10.72164,5.49903,0.9224885,2.896964,8.171729,13.47458,22.10447,53.35226,33040,43.35834129,-5.50560512,0.4358555616040646
"Asturias, Principado de",Asturias,Navia,409.0,9044.0,4225.0,77660654.5,18381.22,8586.980816010615,15679.36,0.43222447,0.17586326,7.607655,5.212399,2.124069,3.641521,10.39865,16.73704,22.55477,46.66802,33041,43.53906309,-6.72264777,0.4671605484298983
"Asturias, Principado de",Asturias,Noreña,189.0,5158.0,2618.0,49885728.2,19054.9,9671.525436215588,14528.29,0.38221434,0.13563588,5.03025,3.100142,0.6267724,4.296762,12.3249,15.5802,23.70189,44.09624,33042,43.39417226,-5.70756578,0.5075610701822412
"Asturias, Principado de",Asturias,Oviedo,8334.0,216607.0,116332.0,2788092981.08,23966.69,12871.666109959511,18167.9,0.46039897,0.19624348,9.892586,6.956898,2.956108,3.244459,9.752538,15.20378,22.13889,49.66033,33044,43.36232165,-5.84372206,0.5370648224664947
"Asturias, Principado de",Asturias,Parres,223.0,5725.0,2405.0,35904509.550000004,14929.11,6271.5300524017475,12296.54,0.42469118,0.16690741,6.150818,3.329473,0.6101725,3.533908,10.03394,16.79251,23.2384,46.40125,33045,43.38601098,-5.19086415,0.4200873362445415
"Asturias, Principado de",Asturias,Piloña,361.0,8243.0,3487.0,50182428.230000004,14391.29,6087.884050709694,10920.22,0.4921616,0.2323963,15.04475,10.59337,2.343008,2.784537,8.93275,15.19117,20.09229,52.99924,33049,43.34785392,-5.36471715,0.42302559747664686
"Asturias, Principado de",Asturias,Pravia,291.0,9118.0,3943.0,62933158.39,15960.73,6902.079226804124,14867.08,0.40489439,0.15601589,6.599087,4.409472,0.8807775,3.636207,10.56288,18.00275,23.60627,44.1919,33051,43.48912351,-6.11182497,0.4324413248519412
"Asturias, Principado de",Asturias,Ribadesella,259.0,6286.0,2648.0,45561620.4,17206.05,7248.110149538657,12410.52,0.47623666,0.20528757,8.419608,4.922019,0.824368,2.529692,8.776124,14.59102,20.80268,53.30049,33056,43.46198935,-5.05751881,0.4212535793827553
"Asturias, Principado de",Asturias,Salas,297.0,6082.0,2506.0,37430392.86,14936.31,6154.290177573167,11552.33,0.4384176,0.16757864,6.33257,3.176038,0.5293397,3.575319,8.887724,15.93951,23.33039,48.26706,33059,43.40880659,-6.26094697,0.4120355146333443
"Asturias, Principado de",Asturias,San Martín del Rey Aurelio,545.0,19115.0,8754.0,158036837.39999998,18053.1,8267.687020664398,16545.37,0.38100599,0.14566276,3.707102,2.234485,0.5821113,3.475975,10.95391,18.15631,28.50706,38.90675,33060,43.27495447,-5.60306902,0.4579649489929375
"Asturias, Principado de",Asturias,Siero,1659.0,49491.0,23702.0,478902228.28,20205.14,9676.551863571154,15335.68,0.43564196,0.17328286,8.123205,5.531724,1.862484,3.631492,10.64367,15.56803,22.70195,47.45486,33066,43.39474647,-5.66321486,0.47891535834798243
"Asturias, Principado de",Asturias,Tineo,393.0,11539.0,4609.0,67100910.03,14558.67,5815.140829361297,12531.34,0.39717769,0.14999224,6.684182,4.458348,1.889712,3.697838,10.20416,17.31676,26.53958,42.24166,33073,43.33525572,-6.4149822,0.3994280266920877
"Asturias, Principado de",Asturias,Valdés,636.0,13838.0,5975.0,87682348.25,14674.87,6336.345443705738,10987.93,0.47293195,0.20803834,10.99586,7.688092,2.550233,3.053701,8.346575,15.23063,23.19777,50.17133,33034,43.54452761,-6.53512178,0.43178204942910825
"Asturias, Principado de",Asturias,Villaviciosa,627.0,14520.0,6930.0,119425729.50000001,17233.15,8224.9125,13136.0,0.48289607,0.21237836,8.050707,5.342129,1.619898,2.662008,7.886916,14.9636,24.6303,49.85718,33076,43.48140933,-5.43480263,0.4772727272727273
