COD_INE,ID_REL,COD_GEO,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,SUPERFICIE,PERIMETRO,COD_INE_CAPITAL,CAPITAL,POBLACION_CAPITAL,HOJA_MTN25_ETRS89,LONGITUD_ETRS89,LATITUD_ETRS89,ORIGENCOOR,ALTITUD,ORIGENALTITUD
8078000000,1080787,8231,8,Barcelona,L'Espunyola,240,3534.8012,52302,8078000300,L'Espunyola,36,0292-4,1.7837037,42.05372416,Mapa,753,MDT5
8079000000,1080790,8234,8,Barcelona,L'Estany,405,1025.06,16306,8079000101,L'Estany,347,0331-4,2.11255619,41.86923785,Mapa,872,MDT5
8080000000,1080804,8237,8,Barcelona,Fígols,42,2967.4791,29262,8080000100,Fígols,42,0255-3,1.83665289,42.1816231,Mapa,1175,MDT5
8081000000,1080811,8240,8,Barcelona,Fogars de Montclús,458,3988.0374,35758,8081000301,Mosqueroles,53,0364-4,2.45368398,41.73523467,Mapa,623,MDT5
8082000000,1080826,8243,8,Barcelona,Fogars de la Selva,1448,3228.4265,36545,8082000100,Fogars de la Selva,1448,0365-4,2.67967453,41.73903942,Mapa,44,MDT5
8083000000,1080832,8246,8,Barcelona,Folgueroles,2298,1096,18204,8083000101,Folgueroles,2197,0332-2,2.31949881,41.9390191,Mapa,553,MDT5
8084000000,1080847,8249,8,Barcelona,Fonollosa,1412,5215.3014,42547,8084000301,Fonollosa,112,0362-2,1.66917921,41.76332667,Mapa,526,MDT5
8085000000,1080850,8252,8,Barcelona,Font-rubí,1358,3702.88,34416,8085000501,Guardiola de Font-rubí,459,0419-1,1.58869173,41.43708059,Mapa,660,MDT5
8086000000,1080863,8255,8,Barcelona,Les Franqueses del Vallès,19584,2974.1313,26463,8086000201,Corró d'Avall,7996,0393-1,2.2971592,41.61778924,Mapa,181,MDT5
8087000000,1080879,8258,8,Barcelona,Gallifa,180,1619.9232,18746,8087000102,Gallifa,154,0363-4,2.11156373,41.69329008,Mapa,506,MDT5
8088000000,1080885,8261,8,Barcelona,La Garriga,15984,1906.9625,20305,8088000101,La Garriga,15889,0364-3,2.28657941,41.68581739,Mapa,250,MDT5
8089000000,1080898,8264,8,Barcelona,Gavà,46538,3089.1113,30992,8089000401,Gavà,46538,0448-2,2.00329904,41.30331666,Mapa,10,MDT5
8090000000,1080902,8267,8,Barcelona,Gaià,162,3959.5552,28257,8090000201,Gaià,17,0331-3,1.92570947,41.91662143,Mapa,480,MDT5
8091000000,1080919,8270,8,Barcelona,Gelida,7299,2668.1404,25455,8091000101,Gelida,5940,0420-1,1.86136831,41.44053414,Mapa,162,MDT5
8092000000,1080924,8273,8,Barcelona,Gironella,4808,683048,12343,8092000201,Gironella,3212,0293-3,1.88362316,42.03421419,Mapa,470,MDT5
8093000000,1080930,8276,8,Barcelona,Gisclareny,27,3659.5334,35027,8093000100,Gisclareny,27,0254-2,1.78767211,42.25314687,Mapa,1303,MDT5
8094000000,1080945,8279,8,Barcelona,La Granada,2112,641.9673,17905,8094000101,La Granada,2078,0419-4,1.71977016,41.37737297,Mapa,260,MDT5
8095000000,1080958,8282,8,Barcelona,Granera,78,2386.4437,28324,8095000101,Granera,38,0363-4,2.05700417,41.72551464,Mapa,766,MDT5
8096000000,1080961,8285,8,Barcelona,Granollers,60695,1496.7428,18415,8096000101,Granollers,60233,0393-1,2.286177,41.60793085,Mapa,145,MDT5
8097000000,1080977,8288,8,Barcelona,Gualba,1423,2314.2173,22672,8097000101,Gualba,491,0365-3,2.50242393,41.73168197,Mapa,177,MDT5
8098000000,1080983,8291,8,Barcelona,Sant Salvador de Guardiola,3127,3711.37,30760,8098000501,Sant Salvador de Guardiola,855,0362-4,1.76706597,41.68029526,Mapa,330,MDT5
8099000000,1080996,8294,8,Barcelona,Guardiola de Berguedà,904,6142.8465,69789,8099000101,Guardiola de Berguedà,836,0255-3,1.87777073,42.23117944,Mapa,725,MDT5
8100000000,1081000,8297,8,Barcelona,Gurb,2616,5114.9112,42155,8100000101,Gurb,1696,0332-1,2.22222604,41.95552384,Mapa,562,MDT5
8101000000,1081017,8300,8,Barcelona,L'Hospitalet de Llobregat,257349,1362.0159,19507,8101000101,L'Hospitalet de Llobregat,257349,0420-4,2.10138287,41.35977051,Mapa,11,MDT5
8102000000,1081022,8303,8,Barcelona,Igualada,39316,820.37,17014,8102000101,Igualada,39316,0391-3,1.61829588,41.57895096,Mapa,313,MDT5
8103000000,1081038,8306,8,Barcelona,Jorba,823,3106.25,32513,8103000101,Jorba,441,0391-1,1.54564515,41.60164387,Mapa,402,MDT5
8104000000,1081043,8309,8,Barcelona,La Llacuna,863,5244.4141,43448,8104000101,La Llacuna,645,0419-1,1.53455398,41.47272968,Mapa,610,MDT5
8105000000,1081056,8312,8,Barcelona,La Llagosta,13343,300.8802,8243,8105000101,La Llagosta,13343,0393-3,2.19120729,41.51398767,Mapa,53,MDT5
8106000000,1081069,8315,8,Barcelona,Llinars del Vallès,9749,2765.9218,34211,8106000101,Llinars del Vallès,8373,0393-2,2.39801856,41.63994246,Mapa,189,MDT5
8107000000,1081075,8318,8,Barcelona,Lliçà d'Amunt,14933,2236.3989,25883,8107000101,Lliçà d'Amunt,2584,0393-1,2.23831648,41.61098359,Mapa,142,MDT5
8108000000,1081081,8321,8,Barcelona,Lliçà de Vall,6386,1077.6089,16251,8108000401,Lliçà de Vall,1052,0393-1,2.24224029,41.59155415,Mapa,120,MDT5
8109000000,1081094,8324,8,Barcelona,Lluçà,279,5345.5439,53015,8109000201,Santa Eulàlia de Puig-oriol,159,0293-4,2.03574944,42.05096646,Mapa,746,MDT5
8110000000,1081108,8327,8,Barcelona,Malgrat de Mar,18345,874.7866,14167,8110000101,Malgrat de Mar,18345,0394-2,2.74216721,41.64634039,Mapa,2,MDT5
8111000000,1081115,8330,8,Barcelona,Malla,264,1101.1773,22095,8111000100,Malla,264,0332-3,2.2347449,41.8873102,Mapa,583,MDT5
8112000000,1081120,8333,8,Barcelona,Manlleu,20007,1729.4127,20990,8112000101,Manlleu,19703,0332-1,2.28502818,42.00112671,Mapa,460,MDT5
8113000000,1081136,8336,8,Barcelona,Manresa,75152,4164.4125,33402,8113000601,Manresa,72834,0363-3,1.82721026,41.72199594,Mapa,237,MDT5
8114000000,1081141,8339,8,Barcelona,Martorell,27681,1284.2274,22613,8114000201,Martorell,27518,0420-1,1.91913747,41.47800328,Mapa,79,MDT5
8115000000,1081154,8342,8,Barcelona,Martorelles,4742,364.3257,8214,8115000101,Martorelles,4729,0393-3,2.23596848,41.52811993,Mapa,104,MDT5
8116000000,1081167,8345,8,Barcelona,Les Masies de Roda,714,1622.7368,36071,8116000001,Les Masies de Roda,0,0332-1,2.29364343,41.99294791,Mapa,461,MDT5
8117000000,1081173,8348,8,Barcelona,Les Masies de Voltregà,3140,2218.8831,33179,8117000001,Les Masies de Voltregà,0,0294-3,2.23357001,42.02587851,Mapa,513,MDT5
8118000000,1081189,8351,8,Barcelona,El Masnou,23288,320733,14143,8118000101,El Masnou,23288,0421-2,2.31648978,41.47943758,Mapa,26,MDT5
8119000000,1081192,8354,8,Barcelona,Masquefa,8514,1715.28,23554,8119000201,Masquefa,5143,0391-4,1.81108415,41.50263521,Mapa,259,MDT5
8120000000,1081206,8357,8,Barcelona,Matadepera,9186,2529.0706,23602,8120000110,Matadepera,2277,0392-2,2.027681,41.59921764,Mapa,425,MDT5
8121000000,1081213,8360,8,Barcelona,Mataró,126127,2230.1688,22411,8121000101,Mataró,126127,0393-4,2.44658062,41.5408469,Mapa,26,MDT5
8122000000,1081228,8363,8,Barcelona,Mediona,2251,4798.4247,36124,8122000501,Sant Joan de Mediona,782,0419-1,1.60956101,41.47602976,Mapa,427,MDT5
8123000000,1081234,8366,8,Barcelona,Molins de Rei,25492,1585.1496,19897,8123000101,Molins de Rei,24807,0420-4,2.01736908,41.4132111,Mapa,36,MDT5
8124000000,1081249,8369,8,Barcelona,Mollet del Vallès,51128,1080.2031,16250,8124000101,Mollet del Vallès,50962,0393-3,2.21349119,41.53924556,Mapa,64,MDT5
8125000000,1081252,8372,8,Barcelona,Montcada i Reixac,35063,2348.9354,32432,8125000201,Montcada,12258,0421-1,2.18796375,41.48680767,Mapa,38,MDT5
8126000000,1081265,8375,8,Barcelona,Montgat,11748,286.1398,8878,8126000101,Montgat,618,0421-1,2.27924608,41.46808596,Mapa,34,MDT5
8127000000,1081271,8378,8,Barcelona,Monistrol de Montserrat,2935,1191.23,22127,8127000101,Monistrol de Montserrat,2768,0392-1,1.84426526,41.61077964,Mapa,159,MDT5
8128000000,1081287,8381,8,Barcelona,Monistrol de Calders,677,2199117,25742,8128000201,Monistrol de Calders,651,0363-2,2.01344124,41.75953746,Mapa,442,MDT5
8129000000,1081290,8384,8,Barcelona,Muntanyola,613,4050.09,56975,8129000100,Muntanyola,517,0332-3,2.17787241,41.87823488,Mapa,811,MDT5
8130000000,1081304,8387,8,Barcelona,Montclar,121,2227.5033,40935,8130000101,Montclar,15,0292-4,1.76525378,42.01860035,Mapa,726,MDT5
8131000000,1081311,8390,8,Barcelona,Montesquiu,960,484.72,12112,8131000101,Montesquiu,947,0294-1,2.20940132,42.10946646,Mapa,574,MDT5
8132000000,1081326,8393,8,Barcelona,Montmajor,459,7602.8339,107537,8132000101,Montmajor,192,0292-4,1.73396804,42.00721774,Mapa,830,MDT5
8133000000,1081332,8396,8,Barcelona,Montmaneu,153,1359.8959,18153,8133000201,Montmaneu,90,0390-2,1.41541536,41.62552907,Mapa,708,MDT5
8134000000,1081347,8399,8,Barcelona,Figaró-Montmany,1077,1492.3475,24572,8134000101,Figaró,990,0364-3,2.24743333,41.71255278,Mapa,537,MDT5
8135000000,1081350,8402,8,Barcelona,Montmeló,8748,387.8615,10963,8135000101,Montmeló,8653,0393-3,2.24905716,41.54994979,Mapa,79,MDT5
8136000000,1081363,8405,8,Barcelona,Montornès del Vallès,16240,1024.8566,17374,8136000101,Montornès del Vallès,12684,0393-3,2.26531071,41.54301105,Mapa,90,MDT5
8137000000,1081379,8408,8,Barcelona,Montseny,343,2684.5129,33508,8137000101,Montseny,102,0364-2,2.39517088,41.75971074,Mapa,530,MDT5
8138000000,1081385,8411,8,Barcelona,Moià,6065,7583.4515,47449,8138000101,Moià,5254,0363-2,2.09879806,41.81146936,Mapa,711,MDT5
8139000000,1081398,8414,8,Barcelona,Mura,227,4766.6988,36350,8139000101,Mura,161,0363-3,1.97570776,41.6987531,Mapa,451,MDT5
8140000000,1081402,8417,8,Barcelona,Navarcles,5950,550.1073,12742,8140000101,Navarcles,5654,0363-1,1.90480876,41.75211432,Mapa,261,MDT5
8141000000,1081419,8420,8,Barcelona,Navàs,6020,8075676,59614,8141000301,Navàs,5677,0331-3,1.87846147,41.9008495,Mapa,370,MDT5
8142000000,1081424,8423,8,Barcelona,La Nou de Berguedà,157,2487.1304,23019,8142000101,La Nou de Berguedà,89,0293-1,1.88524252,42.16597575,Mapa,872,MDT5
8143000000,1081430,8426,8,Barcelona,Òdena,3614,5228.8237,43330,8143000701,Òdena,1361,0391-1,1.63846821,41.60541091,Mapa,423,MDT5
8144000000,1081445,8429,8,Barcelona,Olvan,844,3541.1272,35055,8144000102,Olvan,319,0293-3,1.90522095,42.05763181,Mapa,558,MDT5
8145000000,1081458,8432,8,Barcelona,Olèrdola,3565,3007.8573,39851,8145000201,Sant Miquel d'Olèrdola,418,0447-2,1.72101622,41.31989266,Mapa,189,MDT5
8146000000,1081461,8435,8,Barcelona,Olesa de Bonesvalls,1734,3077.7822,26329,8146000201,Olesa de Bonesvalls,391,0420-3,1.84885488,41.35335407,Mapa,276,MDT5
8147000000,1081477,8438,8,Barcelona,Olesa de Montserrat,23552,1669.0672,19686,8147000101,Olesa de Montserrat,22984,0392-3,1.89387309,41.54584016,Mapa,125,MDT5
8148000000,1081483,8441,8,Barcelona,Olivella,3655,3880.8196,35465,8148000101,Olivella,30,0447-2,1.81063174,41.31036088,Mapa,209,MDT5
8149000000,1081496,8444,8,Barcelona,Olost,1197,2902.6499,27378,8149000101,Olost,934,0331-2,2.09617479,41.98591725,Mapa,568,MDT5
8150000000,1081509,8447,8,Barcelona,Orís,316,2704.04,30649,8150000300,Can Branques,182,0294-3,2.22050814,42.0598174,Mapa,709,MDT5
8151000000,1081516,8450,8,Barcelona,Oristà,547,6858.94,49581,8151000301,Oristà,184,0331-2,2.06026698,41.93204914,Mapa,467,MDT5
8152000000,1081521,8453,8,Barcelona,Orpí,134,1526.4148,19077,8152000101,Can Bou,64,0391-3,1.57520172,41.51914969,Mapa,469,MDT5
8153000000,1081537,8456,8,Barcelona,Òrrius,694,561.9722,11841,8153000101,Òrrius,694,0393-4,2.35494034,41.55518612,Mapa,255,MDT5
8154000000,1081542,8459,8,Barcelona,Pacs del Penedès,902,608.7123,10452,8154000101,Pacs del Penedès,226,0419-4,1.66960999,41.36067132,Mapa,204,MDT5
8155000000,1081555,8462,8,Barcelona,Palafolls,9171,1641546,17253,8155000101,Palafolls,7581,0394-2,2.74918364,41.66727049,Mapa,19,MDT5
8156000000,1081568,8465,8,Barcelona,Palau-solità i Plegamans,14626,1506.3715,18275,8156000501,Palau-solità i Plegamans,3328,0393-1,2.18068232,41.58739422,Mapa,147,MDT5
8157000000,1081574,8468,8,Barcelona,Pallejà,11416,843.7859,17559,8157000301,Pallejà,9307,0420-2,1.99610661,41.42412484,Mapa,44,MDT5
8158000000,1081580,8471,8,Barcelona,El Papiol,4102,885.31,13428,8158000101,El Papiol,4102,0420-2,2.01042293,41.43887689,Mapa,136,MDT5
8159000000,1081593,8474,8,Barcelona,Parets del Vallès,18970,906838,17621,8159000304,Parets del Vallès,6362,0393-3,2.23447723,41.57329035,Mapa,92,MDT5
8160000000,1081607,8477,8,Barcelona,Perafita,411,1597.9973,25093,8160000101,Perafita,328,0293-4,2.1065794,42.0421094,Mapa,753,MDT5
8161000000,1081614,8480,8,Barcelona,Piera,15194,5722.02,46468,8161000801,Piera,7367,0391-4,1.74711183,41.5207995,Mapa,300,MDT5
8162000000,1081629,8483,8,Barcelona,Els Hostalets de Pierola,2901,3350.0471,33003,8162000201,Els Hostalets de Pierola,1934,0391-4,1.78743519,41.55191918,Mapa,294,MDT5
8163000000,1081635,8486,8,Barcelona,Pineda de Mar,26349,1046.1463,18586,8163000104,Pineda de Mar,14363,0394-2,2.68966552,41.6287647,Mapa,10,MDT5
8164000000,1081640,8489,8,Barcelona,El Pla del Penedès,1232,949.2854,13793,8164000501,El Pla del Penedès,1065,0419-2,1.71293159,41.41788382,Mapa,217,MDT5
8165000000,1081653,8492,8,Barcelona,La Pobla de Claramunt,2190,1855.18,22507,8165000101,La Pobla de Claramunt,828,0391-4,1.67357315,41.55834535,Mapa,265,MDT5
8166000000,1081666,8495,8,Barcelona,La Pobla de Lillet,1097,5151.5254,34354,8166000101,La Pobla de Lillet,1049,0255-3,1.97474924,42.24430778,Mapa,843,MDT5
8167000000,1081672,8498,8,Barcelona,Polinyà,8383,881.4964,14729,8167000100,Polinyà,8216,0393-3,2.15742381,41.5565656,Mapa,125,MDT5
8168000000,1081688,8501,8,Barcelona,Pontons,456,2538.17,28371,8168000401,Pontons,192,0419-3,1.51689813,41.41610117,Mapa,574,MDT5
8169000000,1081691,8504,8,Barcelona,El Prat de Llobregat,63897,3152731,27937,8169000101,El Prat de Llobregat,63669,0448-2,2.0926236,41.33095848,Mapa,5,MDT5
8170000000,1081705,8510,8,Barcelona,Els Prats de Rei,535,2602.46,44253,8170000101,Els Prats de Rei,479,0362-3,1.54209814,41.70526754,Mapa,606,MDT5
8171000000,1081712,8507,8,Barcelona,Prats de Lluçanès,2533,1344.79,17783,8171000101,Prats de Lluçanès,2457,0293-4,2.02937379,42.00936587,Mapa,708,MDT5
8172000000,1081727,8513,8,Barcelona,Premià de Mar,28049,196.3445,7838,8172000101,Premià de Mar,28049,0421-2,2.35662125,41.48960471,Mapa,8,MDT5
8174000000,1081748,8519,8,Barcelona,Puigdàlber,506,41.4734,2780,8174000101,Puigdàlber,463,0419-4,1.70048194,41.40553891,Mapa,237,MDT5
8175000000,1081751,8522,8,Barcelona,Puig-reig,4086,4615.6252,42428,8175000701,Puig-reig,3393,0331-1,1.88151932,41.97086915,Mapa,455,MDT5
8176000000,1081764,8525,8,Barcelona,Pujalt,203,3152.9066,36344,8176000301,Pujalt,80,0361-4,1.42076522,41.71757984,Mapa,766,MDT5
8177000000,1081770,8528,8,Barcelona,La Quar,57,3773.7723,29328,8177000100,La Quar,57,0293-1,1.97382762,42.10582802,Mapa,1059,MDT5
8178000000,1081786,8531,8,Barcelona,Rajadell,536,4545.5871,36322,8178000401,Rajadell,121,0362-4,1.70630113,41.72748048,Mapa,364,MDT5
8179000000,1081799,8534,8,Barcelona,Rellinars,735,1781.1455,22346,8179000201,Rellinars,684,0392-1,1.9107575,41.63628777,Mapa,354,MDT5
8180000000,1081803,8537,8,Barcelona,Ripollet,37899,440.2908,9829,8180000101,Ripollet,37899,0421-1,2.15517594,41.49708333,Mapa,77,MDT5
8181000000,1081810,8540,8,Barcelona,La Roca del Vallès,10536,3676.4312,32131,8181000101,La Roca del Vallès,6119,0393-2,2.32542696,41.58658677,Mapa,121,MDT5
8182000000,1081825,8543,8,Barcelona,El Pont de Vilomara i Rocafort,3794,2764.7,27254,8182000101,El Pont de Vilomara,2684,0363-3,1.87116652,41.69986456,Mapa,204,MDT5
8183000000,1081831,8546,8,Barcelona,Roda de Ter,6125,222.72,8542,8183000101,Roda de Ter,5809,0332-1,2.31045051,41.98389922,Mapa,453,MDT5
8184000000,1081846,8549,8,Barcelona,Rubí,75568,3219.6332,28873,8184000101,Rubí,68428,0420-2,2.03003252,41.49173695,Mapa,123,MDT5
8185000000,1081859,8552,8,Barcelona,Rubió,230,4801.81,39812,8185000200,Rubió,73,0391-1,1.57832874,41.64443902,Mapa,699,MDT5
8187000000,1081878,8558,8,Barcelona,Sabadell,209931,3752.8259,42483,8187000301,Sabadell,194432,0392-4,2.10778994,41.54695899,Mapa,191,MDT5
8188000000,1081884,8561,8,Barcelona,Sagàs,155,4485278,39332,8188000200,Sagàs,81,0293-3,1.96322301,42.05223484,Mapa,738,MDT5
8189000000,1081897,8564,8,Barcelona,Sant Pere Sallavinera,156,2202.62,23189,8189000301,Sant Pere Sallavinera,32,0362-3,1.57460777,41.73635219,Mapa,583,MDT5
8190000000,1081901,8567,8,Barcelona,Saldes,275,6697.3343,42770,8190000103,Saldes,90,0254-4,1.73609251,42.22931792,Mapa,1214,MDT5
8191000000,1081918,8570,8,Barcelona,Sallent,6594,6563.3616,50923,8191000401,Sallent,5995,0363-1,1.89657043,41.8236577,Mapa,278,MDT5
8192000000,1081923,8573,8,Barcelona,Santpedor,7496,1692.2151,19013,8192000101,Santpedor,6839,0363-1,1.83917708,41.78453445,Mapa,323,MDT5
8193000000,1081939,8576,8,Barcelona,Sant Iscle de Vallalta,1295,1770.4899,18350,8193000101,Sant Iscle de Vallalta,890,0394-1,2.56928753,41.62356007,Mapa,129,MDT5
8194000000,1081944,8579,8,Barcelona,Sant Adrià de Besòs,36624,377.9054,8725,8194000101,Sant Adrià de Besòs,36624,0421-1,2.21447569,41.43402794,Mapa,15,MDT5
8195000000,1081957,8582,8,Barcelona,Sant Agustí de Lluçanès,86,1326.1823,16211,8195000201,Sant Agustí de Lluçanès,25,0293-2,2.12753816,42.08481721,Mapa,814,MDT5
8196000000,1081960,8585,8,Barcelona,Sant Andreu de la Barca,27303,567.1375,11575,8196000301,Sant Andreu de la Barca,27303,0420-1,1.97523925,41.44675659,Mapa,43,MDT5
8197000000,1081976,8588,8,Barcelona,Sant Andreu de Llavaneres,10758,1186.3815,17037,8197000101,Sant Andreu de Llavaneres,10758,0394-3,2.48247164,41.57427707,Mapa,113,MDT5
8198000000,1081982,8591,8,Barcelona,Sant Antoni de Vilamajor,6005,1392.2437,16698,8198000701,Sant Antoni de Vilamajor,3320,0364-4,2.39990419,41.67229651,Mapa,253,MDT5
8199000000,1081995,8594,8,Barcelona,Sant Bartomeu del Grau,858,3465.68,33459,8199000101,Sant Bartomeu del Grau,607,0332-1,2.17268926,41.98389071,Mapa,869,MDT5
8200000000,1082009,8597,8,Barcelona,Sant Boi de Llobregat,82142,2213.0022,29956,8200000101,Sant Boi de Llobregat,82142,0420-4,2.04182116,41.3425371,Mapa,32,MDT5
8201000000,1082016,8600,8,Barcelona,Sant Boi de Lluçanès,515,2370.6776,27948,8201000201,Sant Boi de Lluçanès,437,0294-3,2.15178208,42.05745693,Mapa,808,MDT5
8202000000,1082021,8603,8,Barcelona,Sant Celoni,17588,6549.3622,44912,8202000601,Sant Celoni,15481,0365-3,2.4898404,41.6897174,Mapa,158,MDT5
8203000000,1082037,8606,8,Barcelona,Sant Cebrià de Vallalta,3310,1562.7161,18579,8203000101,Sant Cebrià de Vallalta,1255,0394-1,2.60179064,41.62035299,Mapa,73,MDT5
8204000000,1082042,8609,8,Barcelona,Sant Climent de Llobregat,4038,1078.3853,15803,8204000101,Sant Climent de Llobregat,4005,0420-4,1.99575666,41.33636238,Mapa,83,MDT5
8205000000,1082055,8612,8,Barcelona,Sant Cugat del Vallès,89516,4826.9751,46325,8205000301,Sant Cugat del Vallès,60627,0420-2,2.08526472,41.47345403,Mapa,123,MDT5
8206000000,1082068,8615,8,Barcelona,Sant Cugat Sesgarrigues,980,629.6103,13486,8206000101,Sant Cugat Sesgarrigues,921,0419-4,1.75308213,41.36446206,Mapa,266,MDT5
8207000000,1082074,8618,8,Barcelona,Sant Esteve de Palautordera,2648,1073.1068,15522,8207000101,Sant Esteve de Palautordera,1576,0364-4,2.43430206,41.70476065,Mapa,233,MDT5
8208000000,1082080,8621,8,Barcelona,Sant Esteve Sesrovires,7670,1846.5198,24441,8208000501,Sant Esteve Sesrovires,3050,0420-1,1.87385015,41.49331375,Mapa,173,MDT5
8209000000,1082093,8624,8,Barcelona,Sant Fost de Campsentelles,8664,1319.9079,15870,8209000201,Sant Fost de Campsentelles,6870,0393-3,2.2330792,41.52003914,Mapa,87,MDT5
8210000000,1082107,8627,8,Barcelona,Sant Feliu de Codines,6045,1502.9908,17414,8210000101,Sant Feliu de Codines,5792,0364-3,2.161917,41.68762454,Mapa,467,MDT5
8211000000,1082114,8630,8,Barcelona,Sant Feliu de Llobregat,44198,1194124,20185,8211000101,Sant Feliu de Llobregat,44198,0420-4,2.04579427,41.38074375,Mapa,25,MDT5
8212000000,1082129,8633,8,Barcelona,Sant Feliu Sasserra,606,2303.29,31709,8212000101,Sant Feliu Sasserra,543,0331-2,2.02329755,41.94388187,Mapa,616,MDT5
8213000000,1082135,8636,8,Barcelona,Sant Fruitós de Bages,8512,2194.2704,24972,8213000301,Sant Fruitós de Bages,5881,0363-1,1.87003405,41.75150776,Mapa,249,MDT5
8214000000,1082140,8639,8,Barcelona,Vilassar de Dalt,8961,891.6524,17609,8214000101,Vilassar de Dalt,8742,0393-4,2.35833463,41.5174919,Mapa,139,MDT5
8215000000,1082153,8642,8,Barcelona,Sant Hipòlit de Voltregà,3453,89.6142,3891,8215000101,Sant Hipòlit de Voltregà,3453,0294-3,2.23718339,42.01563503,Mapa,532,MDT5
8216000000,1082166,8645,8,Barcelona,Sant Jaume de Frontanyà,30,2128.46,23582,8216000100,Sant Jaume de Frontanyà,30,0255-4,2.02437969,42.1872088,Mapa,1075,MDT5
8217000000,1082172,8654,8,Barcelona,Sant Joan Despí,33873,557.7319,12650,8217000101,Sant Joan Despí,33656,0420-4,2.05542054,41.36756402,Mapa,14,MDT5
8218000000,1082188,8648,8,Barcelona,Sant Joan de Vilatorrada,10802,1642.7432,25541,8218000301,Sant Joan de Vilatorrada,10533,0362-4,1.80667596,41.74476103,Mapa,221,MDT5
8219000000,1082191,8651,8,Barcelona,Vilassar de Mar,20636,396.2452,8473,8219000101,Vilassar de Mar,20410,0393-4,2.39181862,41.50345155,Mapa,11,MDT5
8220000000,1082205,8657,8,Barcelona,Sant Julià de Vilatorta,3101,1619.9298,22240,8220000101,Sant Julià de Vilatorta,2935,0332-2,2.32482499,41.92240618,Mapa,595,MDT5
8221000000,1082212,8660,8,Barcelona,Sant Just Desvern,17201,778.2541,14431,8221000101,Sant Just Desvern,17201,0420-4,2.07609668,41.38602589,Mapa,125,MDT5
8222000000,1082227,8663,8,Barcelona,Sant Llorenç d'Hortons,2547,1970,24875,8222000301,Sant Llorenç d'Hortons,1666,0420-1,1.82533004,41.46817564,Mapa,196,MDT5
8223000000,1082233,8666,8,Barcelona,Sant Llorenç Savall,2361,4119.4927,31428,8223000101,Sant Llorenç Savall,2117,0363-4,2.05744502,41.67883526,Mapa,466,MDT5
8224000000,1082248,8669,8,Barcelona,Sant Martí de Centelles,1125,2589.21,28373,8224000101,L'Abella,768,0364-1,2.20457246,41.76581942,Mapa,730,MDT5
8225000000,1082251,8675,8,Barcelona,Sant Martí d'Albars,110,1475.9187,19357,8225000101,Sant Martí d'Albars,17,0293-4,2.07417404,42.02792876,Mapa,632,MDT5
8226000000,1082264,8672,8,Barcelona,Sant Martí de Tous,1196,3901.0124,29980,8226000101,Sant Martí de Tous,1042,0391-3,1.52455178,41.55991606,Mapa,457,MDT5
8227000000,1082270,8678,8,Barcelona,Sant Martí Sarroca,3197,3530.6496,33293,8227000701,Sant Martí Sarroca,1916,0419-3,1.61079036,41.38641303,Mapa,295,MDT5
8228000000,1082286,8681,8,Barcelona,Sant Martí Sesgueioles,354,386.52,8486,8228000101,Sant Martí Sesgueioles,341,0362-3,1.48983191,41.70149457,Mapa,640,MDT5
8229000000,1082299,8684,8,Barcelona,Sant Mateu de Bages,611,10232.3024,62597,8229000401,Sant Mateu de Bages,46,0362-2,1.73482924,41.7956461,Mapa,570,MDT5
8230000000,1082303,8687,8,Barcelona,Premià de Dalt,10345,653.8488,13834,8230000201,Premià de Dalt,3253,0393-4,2.34158045,41.50802045,Mapa,139,MDT5
8231000000,1082310,8690,8,Barcelona,Sant Pere de Ribes,30142,4088.0304,31246,8231000501,Sant Pere de Ribes,12547,0447-2,1.77197485,41.26069324,Mapa,44,MDT5
8232000000,1082325,8693,8,Barcelona,Sant Pere de Riudebitlles,2343,532.9193,13352,8232000101,Sant Pere de Riudebitlles,2310,0419-2,1.70331245,41.45387708,Mapa,245,MDT5
8233000000,1082331,8696,8,Barcelona,Sant Pere de Torelló,2437,5499.72,39400,8233000101,Sant Pere de Torelló,2098,0294-3,2.29696989,42.0757299,Mapa,619,MDT5
8234000000,1082346,8699,8,Barcelona,Sant Pere de Vilamajor,4313,3430.3015,32169,8234000601,Sant Pere de Vilamajor,676,0364-4,2.39042786,41.68357746,Mapa,290,MDT5
8235000000,1082359,8702,8,Barcelona,Sant Pol de Mar,5062,754.0433,13906,8235000103,Sant Pol de Mar,3826,0394-1,2.6244038,41.60194593,Mapa,6,MDT5
8236000000,1082362,8705,8,Barcelona,Sant Quintí de Mediona,2170,1381.1402,20089,8236000101,Sant Quintí de Mediona,2137,0419-2,1.66341002,41.4625267,Mapa,326,MDT5
8237000000,1082378,8708,8,Barcelona,Sant Quirze de Besora,2092,815.78,21193,8237000101,Sant Quirze de Besora,2060,0294-1,2.22310495,42.1005895,Mapa,585,MDT5
8238000000,1082384,8711,8,Barcelona,Sant Quirze del Vallès,19867,1446,24251,8238000401,Sant Quirze del Vallès,4539,0392-4,2.08098195,41.53329124,Mapa,189,MDT5
8239000000,1082397,8714,8,Barcelona,Sant Quirze Safaja,627,2556.9221,32979,8239000101,Sant Quirze Safaja,230,0364-3,2.1549131,41.72792438,Mapa,629,MDT5
