COD_INE,ID_REL,COD_GEO,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,SUPERFICIE,PERIMETRO,COD_INE_CAPITAL,CAPITAL,POBLACION_CAPITAL,HOJA_MTN25_ETRS89,LONGITUD_ETRS89,LATITUD_ETRS89,ORIGENCOOR,ALTITUD,ORIGENALTITUD
34076000000,1340761,34252,34,Palencia,Fuentes de Nava,673,6050893,35596,34076000101,Fuentes de Nava,671,0273-3,-4.78186236,42.08325865,Mapa,754,MDT5
34077000000,1340777,34256,34,Palencia,Fuentes de Valdepero,425,4292.9043,32107,34077000101,Fuentes de Valdepero,420,0274-3,-4.50023215,42.07140806,Mapa,786,MDT5
34079000000,1340796,34260,34,Palencia,Grijota,2212,2852.68,30686,34079000101,Grijota,1174,0273-4,-4.58175519,42.05398524,Mapa,749,MDT5
34080000000,1340800,34264,34,Palencia,Guardo,6279,6282.6066,59210,34080000101,Guardo,6098,0132-1,-4.84151005,42.78894127,Mapa,1123,MDT5
34081000000,1340817,34268,34,Palencia,Guaza de Campos,59,3233754,26500,34081000101,Guaza de Campos,59,0272-2,-4.90823032,42.13573066,Mapa,792,MDT5
34082000000,1340822,34272,34,Palencia,Hérmedes de Cerrato,81,3232.6058,26998,34082000101,Hérmedes de Cerrato,81,0345-1,-4.17770356,41.81977013,Mapa,907,MDT5
34083000000,1340838,34276,34,Palencia,Herrera de Pisuerga,2056,9907.6479,82153,34083000101,Herrera de Pisuerga,1835,0165-2,-4.33024783,42.59478093,Mapa,846,MDT5
34084000000,1340843,34280,34,Palencia,Herrera de Valdecañas,147,2756.3115,26233,34084000101,Herrera de Valdecañas,144,0274-4,-4.19941021,42.04829527,Mapa,782,MDT5
34086000000,1340869,34288,34,Palencia,Hontoria de Cerrato,102,2953.1587,30018,34086000101,Hontoria de Cerrato,99,0312-3,-4.44306854,41.91120449,Mapa,756,MDT5
34087000000,1340875,34292,34,Palencia,Hornillos de Cerrato,145,3535.5769,29857,34087000101,Hornillos de Cerrato,145,0312-2,-4.27221272,41.98823088,Mapa,790,MDT5
34088000000,1340881,34296,34,Palencia,Husillos,303,1634.81,22822,34088000101,Husillos,301,0273-2,-4.52703996,42.09041806,Mapa,745,MDT5
34089000000,1340894,34300,34,Palencia,Itero de la Vega,165,2093.0702,18082,34089000101,Itero de la Vega,165,0236-2,-4.25876959,42.28654926,Mapa,772,MDT5
34091000000,1340915,34304,34,Palencia,Lagartos,136,4352.7485,35229,34091000101,Lagartos,22,0196-4,-4.90372508,42.40584359,Mapa,910,MDT5
34092000000,1340920,34308,34,Palencia,Lantadilla,305,2894.5886,25525,34092000101,Lantadilla,305,0198-4,-4.27492752,42.34075719,Mapa,791,MDT5
34093000000,1340936,34312,34,Palencia,La Vid de Ojeda,98,2007.8763,24863,34093000101,La Vid de Ojeda,98,0165-1,-4.38494988,42.6591355,Mapa,878,MDT5
34094000000,1340941,34316,34,Palencia,Ledigos,67,2830.1931,27064,34094000101,Ledigos,65,0196-4,-4.86428578,42.35389017,Mapa,883,MDT5
34096000000,1340967,34324,34,Palencia,Lomas,53,1707.3952,17683,34096000101,Lomas,53,0235-2,-4.54811283,42.27683156,Mapa,851,MDT5
34098000000,1340989,34332,34,Palencia,Magaz de Pisuerga,981,2784.4543,25502,34098000101,Magaz de Pisuerga,975,0312-1,-4.42683644,41.98245082,Mapa,728,MDT5
34099000000,1340992,34336,34,Palencia,Manquillos,84,1259.5288,15860,34099000101,Manquillos,84,0235-4,-4.56768375,42.20380668,Mapa,775,MDT5
34100000000,1341006,34340,34,Palencia,Mantinos,146,2552.7089,25124,34100000101,Mantinos,145,0132-1,-4.84190825,42.75122104,Mapa,1067,MDT5
34101000000,1341013,34344,34,Palencia,Marcilla de Campos,36,2186.0889,18897,34101000101,Marcilla de Campos,36,0236-1,-4.39601646,42.31703122,Mapa,816,MDT5
34102000000,1341028,34348,34,Palencia,Mazariegos,215,2524.4592,24427,34102000101,Mazariegos,215,0273-3,-4.71615408,42.0286109,Mapa,739,MDT5
34103000000,1341034,34352,34,Palencia,Mazuecos de Valdeginate,95,1856.2063,20633,34103000101,Mazuecos de Valdeginate,95,0235-3,-4.84183315,42.16852637,Mapa,780,MDT5
34104000000,1341049,34356,34,Palencia,Melgar de Yuso,256,2657.8074,23443,34104000101,Melgar de Yuso,256,0236-2,-4.25293575,42.25411955,Mapa,771,MDT5
34106000000,1341065,34360,34,Palencia,Meneses de Campos,117,2821.4288,27162,34106000101,Meneses de Campos,117,0310-2,-4.91950924,41.94200004,Mapa,750,MDT5
34107000000,1341071,34364,34,Palencia,Micieces de Ojeda,80,2073.2579,23626,34107000201,Micieces de Ojeda,63,0133-3,-4.46058055,42.68865366,Mapa,953,MDT5
34108000000,1341087,34368,34,Palencia,Monzón de Campos,616,4590.9694,44601,34108000101,Monzón de Campos,574,0274-1,-4.49374327,42.11526314,Mapa,753,MDT5
34109000000,1341090,34372,34,Palencia,Moratinos,58,2926.5271,28730,34109000101,Moratinos,17,0196-4,-4.9272467,42.36042244,Mapa,855,MDT5
34110000000,1341104,34376,34,Palencia,Mudá,87,680.6028,12180,34110000101,Mudá,87,0107-3,-4.39412098,42.87596704,Mapa,998,MDT5
34112000000,1341126,34384,34,Palencia,Nogal de las Huertas,48,1380.1093,17846,34112000101,Nogal de las Huertas,30,0197-4,-4.64124318,42.39331412,Mapa,858,MDT5
34113000000,1341132,34388,34,Palencia,Olea de Boedo,38,814.0797,17417,34113000101,Olea de Boedo,38,0165-1,-4.44894501,42.60864313,Mapa,943,MDT5
34114000000,1341147,34392,34,Palencia,Olmos de Ojeda,201,10359.6877,80152,34114000401,Olmos de Ojeda,44,0133-3,-4.42498388,42.72225097,Mapa,931,MDT5
34116000000,1341163,34396,34,Palencia,Osornillo,61,1817.6302,20427,34116000101,Osornillo,61,0198-4,-4.29212296,42.36950031,Mapa,821,MDT5
34120000000,1341202,34001,34,Palencia,Palencia,78892,9494.5936,59420,34120000101,Palencia,76553,0273-4,-4.53460106,42.0078373,Mapa,734,MDT5
34121000000,1341219,34404,34,Palencia,Palenzuela,212,7720.1741,96075,34121000101,Palenzuela,207,0275-1,-4.12905589,42.09521161,Mapa,802,MDT5
34122000000,1341224,34408,34,Palencia,Páramo de Boedo,116,2276.4104,24934,34122000101,Páramo de Boedo,57,0165-3,-4.39683376,42.57946336,Mapa,877,MDT5
34123000000,1341230,34412,34,Palencia,Paredes de Nava,1923,12898.1911,58594,34123000101,Paredes de Nava,1898,0273-1,-4.69416384,42.15281765,Mapa,784,MDT5
34124000000,1341245,34416,34,Palencia,Payo de Ojeda,64,1927.7558,22934,34124000101,Payo de Ojeda,64,0133-3,-4.47988378,42.72069973,Mapa,1004,MDT5
34125000000,1341258,34420,34,Palencia,Pedraza de Campos,88,3238.0208,27299,34125000101,Pedraza de Campos,85,0311-1,-4.73664535,41.98349625,Mapa,757,MDT5
34126000000,1341261,34424,34,Palencia,Pedrosa de la Vega,341,2105.8362,26150,34126000301,Pedrosa de la Vega,55,0197-1,-4.74659049,42.47994025,Mapa,891,MDT5
34127000000,1341277,34428,34,Palencia,Perales,95,2745.8663,28005,34127000101,Perales,46,0235-4,-4.58094637,42.19355595,Mapa,777,MDT5
34129000000,1341296,34436,34,Palencia,Pino del Río,184,5199.3448,47508,34129000201,Pino del Río,123,0164-1,-4.80607134,42.64426831,Mapa,1000,MDT5
34130000000,1341300,34440,34,Palencia,Piña de Campos,230,1238.8021,14889,34130000101,Piña de Campos,217,0236-3,-4.43536227,42.21354477,Mapa,766,MDT5
34131000000,1341317,34444,34,Palencia,Población de Arroyo,61,2286.8343,26281,34131000201,Población de Arroyo,37,0196-4,-4.87474277,42.33682498,Mapa,855,MDT5
34132000000,1341322,34448,34,Palencia,Población de Campos,137,2325.8164,26783,34132000101,Población de Campos,137,0236-1,-4.4477578,42.27087421,Mapa,792,MDT5
34133000000,1341338,34452,34,Palencia,Población de Cerrato,116,1979.0253,19957,34133000101,Población de Cerrato,116,0344-1,-4.42818603,41.79295298,Mapa,754,MDT5
34134000000,1341343,34456,34,Palencia,Polentinos,44,1487,17402,34134000101,Polentinos,44,0106-2,-4.5273892,42.93876192,Mapa,1265,MDT5
34135000000,1341356,34460,34,Palencia,Pomar de Valdivia,467,8133.87,69261,34135000601,Pomar de Valdivia,67,0134-1,-4.16749024,42.77457886,Mapa,944,MDT5
34136000000,1341369,34464,34,Palencia,Poza de la Vega,197,2428988,28664,34136000101,Poza de la Vega,197,0164-3,-4.79678231,42.57829671,Mapa,944,MDT5
34137000000,1341375,34468,34,Palencia,Pozo de Urama,25,1381.2554,15504,34137000101,Pozo de Urama,25,0234-2,-4.89495403,42.25433337,Mapa,819,MDT5
34139000000,1341394,34476,34,Palencia,Prádanos de Ojeda,193,2131.5232,27825,34139000101,Prádanos de Ojeda,193,0133-4,-4.34761842,42.68249965,Mapa,945,MDT5
34140000000,1341408,34480,34,Palencia,La Puebla de Valdavia,108,2949.9107,33702,34140000101,La Puebla de Valdavia,71,0132-4,-4.60926598,42.67556786,Mapa,944,MDT5
34141000000,1341415,34484,34,Palencia,Quintana del Puente,255,1166.9704,17541,34141000201,Quintana del Puente,208,0274-2,-4.20657781,42.08476819,Mapa,751,MDT5
34143000000,1341436,34488,34,Palencia,Quintanilla de Onsoña,186,5105.6861,37183,34143000201,Quintanilla de Onsoña,39,0197-2,-4.66367111,42.47054707,Mapa,886,MDT5
34146000000,1341467,34496,34,Palencia,Reinoso de Cerrato,51,2312983,25125,34146000101,Reinoso de Cerrato,48,0312-1,-4.38273214,41.97590222,Mapa,747,MDT5
34147000000,1341473,34500,34,Palencia,Renedo de la Vega,195,2224533,23839,34147000301,Renedo de la Vega,72,0197-1,-4.70242644,42.45389421,Mapa,872,MDT5
34149000000,1341492,34504,34,Palencia,Requena de Campos,22,1341.5416,16690,34149000101,Requena de Campos,22,0236-2,-4.34347969,42.30824747,Mapa,797,MDT5
34151000000,1341512,34508,34,Palencia,Respenda de la Peña,161,6565.4391,49364,34151000401,Respenda de la Peña,48,0132-1,-4.68671799,42.76405736,Mapa,1013,MDT5
34152000000,1341527,34512,34,Palencia,Revenga de Campos,148,2240.6157,20990,34152000101,Revenga de Campos,148,0236-1,-4.48131665,42.28563872,Mapa,785,MDT5
34154000000,1341548,34516,34,Palencia,Revilla de Collazos,80,2055.8449,20435,34154000101,Revilla de Collazos,80,0165-1,-4.50352034,42.63022023,Mapa,933,MDT5
34155000000,1341551,34520,34,Palencia,Ribas de Campos,150,1548.5242,20302,34155000101,Ribas de Campos,123,0274-1,-4.51634143,42.15337815,Mapa,778,MDT5
34156000000,1341564,34524,34,Palencia,Riberos de la Cueza,54,1979.2992,19434,34156000101,Riberos de la Cueza,54,0235-1,-4.72738608,42.27715358,Mapa,840,MDT5
34157000000,1341570,34528,34,Palencia,Saldaña,3067,13195.1382,68419,34157000501,Saldaña,2637,0164-3,-4.73513792,42.52206186,Mapa,912,MDT5
34158000000,1341586,34532,34,Palencia,Salinas de Pisuerga,334,2120174,32342,34158000301,Salinas de Pisuerga,294,0107-3,-4.37817784,42.84890973,Mapa,946,MDT5
34159000000,1341599,34536,34,Palencia,San Cebrián de Campos,445,3263.0423,31076,34159000201,San Cebrián de Campos,422,0235-4,-4.53069082,42.20132518,Mapa,790,MDT5
34160000000,1341603,34540,34,Palencia,San Cebrián de Mudá,159,4100.98,36979,34160000201,San Cebrián de Mudá,91,0107-3,-4.38634541,42.89180284,Mapa,1042,MDT5
34161000000,1341610,34544,34,Palencia,San Cristóbal de Boedo,23,1077.5948,16623,34161000101,San Cristóbal de Boedo,23,0165-4,-4.35197971,42.54227655,Mapa,876,MDT5
34163000000,1341631,34552,34,Palencia,San Mamés de Campos,53,1553.8436,16835,34163000101,San Mamés de Campos,53,0197-4,-4.56438097,42.35350243,Mapa,818,MDT5
34165000000,1341659,34556,34,Palencia,San Román de la Cuba,68,1822.5936,20129,34165000101,San Román de la Cuba,68,0234-2,-4.8574813,42.2629528,Mapa,804,MDT5
34167000000,1341678,34564,34,Palencia,Santa Cecilia del Alcor,121,1994.4795,19477,34167000101,Santa Cecilia del Alcor,121,0311-2,-4.65975665,41.93260379,Mapa,836,MDT5
34168000000,1341684,34568,34,Palencia,Santa Cruz de Boedo,53,2551.1179,34438,34168000201,Santa Cruz de Boedo,35,0165-3,-4.37361693,42.52431461,Mapa,851,MDT5
34169000000,1341697,34572,34,Palencia,Santervás de la Vega,466,7067.5775,41264,34169000101,Santervás de la Vega,263,0164-3,-4.79840122,42.50480471,Mapa,918,MDT5
34170000000,1341701,34576,34,Palencia,Santibáñez de Ecla,58,2553.3849,29607,34170000201,Santibáñez de Ecla,9,0133-3,-4.37430444,42.70761452,Mapa,963,MDT5
34171000000,1341718,34580,34,Palencia,Santibáñez de la Peña,1060,11173.5187,53037,34171000501,Santibáñez de la Peña,410,0132-1,-4.73016834,42.81023669,Mapa,1120,MDT5
34174000000,1341744,34588,34,Palencia,Santoyo,206,3469.2885,27225,34174000201,Santoyo,200,0236-4,-4.34322857,42.21475049,Mapa,796,MDT5
34175000000,1341757,34592,34,Palencia,La Serna,97,1230.3368,14724,34175000101,La Serna,97,0197-4,-4.66461413,42.4151941,Mapa,865,MDT5
34176000000,1341760,34600,34,Palencia,Sotobañado y Priorato,150,2526.4188,29771,34176000201,Sotobañado y Priorato,139,0165-1,-4.44159953,42.59144513,Mapa,895,MDT5
34177000000,1341776,34596,34,Palencia,Soto de Cerrato,188,1294.3377,21160,34177000101,Soto de Cerrato,181,0312-1,-4.42955036,41.95323599,Mapa,726,MDT5
34178000000,1341782,34604,34,Palencia,Tabanera de Cerrato,146,4633.6848,40115,34178000101,Tabanera de Cerrato,146,0275-3,-4.12257108,42.02573646,Mapa,835,MDT5
34179000000,1341795,34608,34,Palencia,Tabanera de Valdavia,26,2153.3345,22518,34179000101,Tabanera de Valdavia,26,0164-1,-4.69364858,42.64729074,Mapa,978,MDT5
34180000000,1341809,34612,34,Palencia,Támara de Campos,71,2074903,20445,34180000101,Támara de Campos,71,0236-3,-4.39339974,42.20325477,Mapa,795,MDT5
34181000000,1341816,34616,34,Palencia,Tariego de Cerrato,513,2067.8302,20298,34181000101,Tariego de Cerrato,513,0312-3,-4.47914436,41.90493636,Mapa,744,MDT5
34182000000,1341821,34620,34,Palencia,Torquemada,989,8362.6618,46697,34182000101,Torquemada,954,0274-4,-4.3175802,42.0344359,Mapa,742,MDT5
34184000000,1341842,34624,34,Palencia,Torremormojón,57,2824.4702,27054,34184000101,Torremormojón,57,0311-1,-4.77731656,41.9614745,Mapa,777,MDT5
34185000000,1341855,34628,34,Palencia,Triollo,61,6329.3754,46146,34185000201,Triollo,15,0106-2,-4.68128221,42.92443001,Mapa,1301,MDT5
34186000000,1341868,34632,34,Palencia,Valbuena de Pisuerga,49,2901.6597,26054,34186000201,Valbuena de Pisuerga,48,0274-2,-4.23816032,42.1457199,Mapa,773,MDT5
34189000000,1341893,34640,34,Palencia,Valdeolmillos,64,2059.3375,24383,34189000101,Valdeolmillos,61,0274-3,-4.40007478,42.04130412,Mapa,791,MDT5
34190000000,1341907,34644,34,Palencia,Valderrábano,55,2881402,32919,34190000101,Valderrábano,41,0164-2,-4.65438044,42.60492636,Mapa,962,MDT5
34192000000,1341929,34636,34,Palencia,Valde-Ucieza,96,4258.9067,30114,34192000201,Robladillo de Ucieza,28,0197-4,-4.57527815,42.39846283,Mapa,837,MDT5
34196000000,1341966,34648,34,Palencia,Valle de Cerrato,90,3896.0878,38147,34196000101,Valle de Cerrato,90,0312-3,-4.36342767,41.87940231,Mapa,818,MDT5
34199000000,1341991,34656,34,Palencia,Velilla del Río Carrión,1330,19894066,76319,34199000601,Velilla del Río Carrión,1099,0132-1,-4.84321459,42.82783416,Mapa,1121,MDT5
34201000000,1342012,34660,34,Palencia,Vertavillo,196,5735.6833,39908,34201000101,Vertavillo,192,0344-2,-4.32683551,41.83257281,Mapa,813,MDT5
34202000000,1342027,34664,34,Palencia,Villabasta de Valdavia,30,1119.4072,17845,34202000101,Villabasta de Valdavia,30,0164-4,-4.60222183,42.56086498,Mapa,924,MDT5
34204000000,1342048,34668,34,Palencia,Villacidaler,46,2178.1861,21613,34204000101,Villacidaler,46,0234-4,-4.97571302,42.22204413,Mapa,795,MDT5
34205000000,1342051,34672,34,Palencia,Villaconancio,65,3406.0726,38907,34205000101,Villaconancio,65,0312-4,-4.2237603,41.8717436,Mapa,814,MDT5
34206000000,1342064,34676,34,Palencia,Villada,1002,6486.8847,37888,34206000201,Villada,952,0234-4,-4.96783751,42.24894479,Mapa,795,MDT5
34208000000,1342086,34680,34,Palencia,Villaeles de Valdavia,52,2067.1548,20917,34208000101,Villaeles de Valdavia,52,0164-4,-4.58434168,42.56531903,Mapa,885,MDT5
34210000000,1342103,34684,34,Palencia,Villahán,105,3102.2999,30400,34210000101,Villahán,105,0275-3,-4.13106351,42.05097939,Mapa,806,MDT5
34211000000,1342110,34688,34,Palencia,Villaherreros,203,4079.0944,32449,34211000201,Villaherreros,195,0198-3,-4.46114339,42.38934681,Mapa,826,MDT5
34213000000,1342131,34692,34,Palencia,Villalaco,59,1784.5795,20784,34213000101,Villalaco,59,0274-2,-4.25865544,42.15517873,Mapa,760,MDT5
34214000000,1342146,34696,34,Palencia,Villalba de Guardo,198,3385.0428,28937,34214000101,Villalba de Guardo,187,0132-3,-4.82256549,42.72035422,Mapa,1061,MDT5
34215000000,1342159,34700,34,Palencia,Villalcázar de Sirga,172,2541.42,20335,34215000101,Villalcázar de Sirga,172,0235-2,-4.54247045,42.31696555,Mapa,808,MDT5
34216000000,1342162,34704,34,Palencia,Villalcón,68,2632.0876,26500,34216000101,Villalcón,68,0234-2,-4.8565657,42.29288481,Mapa,828,MDT5
34217000000,1342178,34708,34,Palencia,Villalobón,1612,1900.1663,19608,34217000101,Villalobón,1600,0274-3,-4.50389256,42.02986797,Mapa,758,MDT5
34218000000,1342184,34712,34,Palencia,Villaluenga de la Vega,575,2631.4737,30617,34218000401,Villaluenga de la Vega,163,0164-3,-4.76727706,42.52329986,Mapa,912,MDT5
34220000000,1342201,34716,34,Palencia,Villamartín de Campos,172,3581.94,35401,34220000201,Villamartín de Campos,163,0273-4,-4.66377063,42.0149902,Mapa,752,MDT5
34221000000,1342218,34720,34,Palencia,Villamediana,184,5812.8749,48106,34221000101,Villamediana,184,0274-3,-4.36335826,42.05040117,Mapa,793,MDT5
34222000000,1342223,34724,34,Palencia,Villameriel,122,5316.2622,50825,34222000401,Villameriel,80,0165-3,-4.47621959,42.52761485,Mapa,904,MDT5
34223000000,1342239,34728,34,Palencia,Villamoronta,244,1329.3266,17062,34223000101,Villamoronta,244,0197-3,-4.70026253,42.40353103,Mapa,853,MDT5
34224000000,1342244,34732,34,Palencia,Villamuera de la Cueza,46,2518.2662,25014,34224000101,Villamuera de la Cueza,46,0235-1,-4.68901078,42.2597315,Mapa,832,MDT5
34225000000,1342257,34736,34,Palencia,Villamuriel de Cerrato,6483,4001.6406,31952,34225000401,Villamuriel de Cerrato,1349,0312-1,-4.51542754,41.94795591,Mapa,727,MDT5
34227000000,1342276,34744,34,Palencia,Villanueva del Rebollar,76,1656238,17037,34227000101,Villanueva del Rebollar,76,0235-3,-4.7455149,42.24195433,Mapa,839,MDT5
34228000000,1342282,34748,34,Palencia,Villanuño de Valdavia,95,3103.9855,27303,34228000201,Villanuño de Valdavia,82,0165-3,-4.51749197,42.50888502,Mapa,883,MDT5
34229000000,1342295,34752,34,Palencia,Villaprovedo,68,2641.6239,24729,34229000101,Villaprovedo,68,0165-3,-4.39698111,42.51832292,Mapa,866,MDT5
34230000000,1342309,34756,34,Palencia,Villarmentero de Campos,23,768093,11934,34230000101,Villarmentero de Campos,23,0236-1,-4.49983868,42.29694355,Mapa,793,MDT5
34231000000,1342316,34760,34,Palencia,Villarrabé,215,8029.1179,47003,34231000401,Villarrabé,41,0197-1,-4.78260481,42.41994911,Mapa,890,MDT5
34232000000,1342321,34764,34,Palencia,Villarramiel,833,3026.1971,21065,34232000101,Villarramiel,833,0272-4,-4.91077234,42.04236731,Mapa,766,MDT5
34233000000,1342337,34768,34,Palencia,Villasarracino,139,2049.8212,19809,34233000101,Villasarracino,139,0198-3,-4.49658807,42.41213346,Mapa,844,MDT5
34234000000,1342342,34772,34,Palencia,Villasila de Valdavia,72,3033.4911,28817,34234000201,Villasila de Valdavia,59,0164-4,-4.55905966,42.53193096,Mapa,869,MDT5
34236000000,1342368,34776,34,Palencia,Villaturde,166,2615.0766,27622,34236000301,Villaturde,86,0197-4,-4.67118886,42.37669839,Mapa,841,MDT5
34237000000,1342374,34780,34,Palencia,Villaumbrales,676,4211.31,35300,34237000201,Villaumbrales,262,0273-2,-4.61308546,42.08906986,Mapa,762,MDT5
34238000000,1342380,34784,34,Palencia,Villaviudas,379,3723.0484,37306,34238000101,Villaviudas,379,0312-2,-4.34202396,41.9616865,Mapa,764,MDT5
34240000000,1342407,34788,34,Palencia,Villerías de Campos,97,2205.4825,21549,34240000101,Villerías de Campos,97,0310-2,-4.85786249,41.94479794,Mapa,755,MDT5
34241000000,1342414,34792,34,Palencia,Villodre,17,869.9139,12940,34241000101,Villodre,17,0236-4,-4.24544607,42.21171948,Mapa,767,MDT5
34242000000,1342429,34796,34,Palencia,Villodrigo,115,902.8606,15697,34242000101,Villodrigo,113,0275-1,-4.09431738,42.14463232,Mapa,765,MDT5
34243000000,1342435,34800,34,Palencia,Villoldo,358,4064.18,41161,34243000301,Villoldo,317,0235-4,-4.59824238,42.244029,Mapa,791,MDT5
34245000000,1342453,34804,34,Palencia,Villota del Páramo,333,7796.2547,58099,34245000401,Villota del Páramo,139,0164-3,-4.84796993,42.55176314,Mapa,999,MDT5
34246000000,1342466,34808,34,Palencia,Villovieco,72,2352.8447,25053,34246000101,Villovieco,72,0236-1,-4.47159909,42.29648076,Mapa,815,MDT5
34901000000,1349015,34400,34,Palencia,Osorno la Mayor,1252,8916.0341,53268,34901000201,Osorno,1081,0198-3,-4.36133324,42.40979283,Mapa,808,MDT5
34902000000,1349020,34652,34,Palencia,Valle del Retortillo,177,6298.4978,38561,34902000401,Villalumbroso,42,0235-3,-4.77189164,42.19094548,Mapa,774,MDT5
34903000000,1349036,34320,34,Palencia,Loma de Ucieza,208,7123.2152,44600,34903000101,Bahillo,87,0197-2,-4.57919438,42.44124872,Mapa,845,MDT5
34904000000,1349041,34434,34,Palencia,La Pernía,324,16567.46,66450,34904001001,San Salvador de Cantamuda,122,0107-1,-4.49558517,42.9666745,Mapa,1108,MDT5
35001000000,1350017,35010,35,Las Palmas,Agaete,5526,4451.16,41038,35001000101,Agaete,3279,No disponible,-15.69904438,28.09862641,Mapa,45,MDT5
35002000000,1350022,35300,35,Las Palmas,Agüimes,30882,7889.72,55508,35002000101,Agüimes,5514,No disponible,-15.44475728,27.90513756,Mapa,279,MDT5
35003000000,1350038,35020,35,Las Palmas,Antigua,11405,25024.76,79292,35003000201,Antigua,1384,No disponible,-14.01328308,28.4216333,Mapa,254,MDT5
35004000000,1350043,35030,35,Las Palmas,Arrecife,59771,2427.54,36641,35004000301,Arrecife,44679,No disponible,-13.5515188,28.96023609,Mapa,6,MDT5
35005000000,1350056,35040,35,Las Palmas,Artenara,1096,6641.9,50791,35005000201,Artenara,349,No disponible,-15.6449521,28.01838212,Mapa,1189,MDT5
35006000000,1350069,35050,35,Las Palmas,Arucas,37367,3283.87,38491,35006000202,Arucas,4477,No disponible,-15.52148745,28.11709976,Mapa,237,MDT5
35007000000,1350075,35060,35,Las Palmas,Betancuria,710,10370.87,51679,35007000101,Betancuria,186,No disponible,-14.05573691,28.42357706,Mapa,401,MDT5
35008000000,1350081,35070,35,Las Palmas,Firgas,7570,1602.78,24002,35008000801,Firgas,1529,No disponible,-15.56124728,28.10598434,Mapa,503,MDT5
35009000000,1350094,35080,35,Las Palmas,Gáldar,24251,6254.51,63267,35009000303,Gáldar,9924,No disponible,-15.65408077,28.14347581,Mapa,104,MDT5
35010000000,1350108,35090,35,Las Palmas,Haría,4858,14565.34,119999,35010000401,Haría,922,No disponible,-13.49658876,29.14532138,Mapa,285,MDT5
35011000000,1350115,35100,35,Las Palmas,Ingenio,30529,3908.81,44792,35011000201,Ingenio,12874,No disponible,-15.4422404,27.91838839,Mapa,317,MDT5
35012000000,1350120,35110,35,Las Palmas,Mogán,19783,17142.04,77018,35012002201,Mogán,1443,No disponible,-15.72255059,27.88249513,Mapa,288,MDT5
35013000000,1350136,35310,35,Las Palmas,Moya,7792,3220.46,43229,35013001401,Moya,1331,No disponible,-15.58252139,28.10941605,Mapa,480,MDT5
35014000000,1350141,35120,35,Las Palmas,La Oliva,25349,35533.43,117990,35014000501,La Oliva,1472,No disponible,-13.92631762,28.60953732,Mapa,221,MDT5
35015000000,1350154,35130,35,Las Palmas,Pájara,19823,38493.78,171470,35015000501,Pájara,819,No disponible,-14.10567266,28.34935048,Mapa,231,MDT5
35016000000,1350167,35001,35,Las Palmas,Las Palmas de Gran Canaria,377650,10331.59,108650,35016002401,Las Palmas de Gran Canaria,298994,No disponible,-15.41336841,28.09937855,Mapa,6,MDT5
35017000000,1350173,35140,35,Las Palmas,Puerto del Rosario,38711,29077.12,92564,35017000901,Puerto del Rosario,28777,No disponible,-13.85922764,28.49756179,Mapa,3,MDT5
35018000000,1350189,35150,35,Las Palmas,San Bartolomé,18249,4076.11,28291,35018000601,San Bartolomé,5834,No disponible,-13.61201137,28.99986827,Mapa,263,MDT5
35019000000,1350192,35160,35,Las Palmas,San Bartolomé de Tirajana,53542,33241.91,107153,35019003001,San Bartolomé de Tirajana,524,No disponible,-15.57142263,27.92399728,Mapa,842,MDT5
35020000000,1350206,35170,35,Las Palmas,La Aldea de San Nicolás,7613,12370.77,56070,35020000804,La Aldea de San Nicolás,1852,No disponible,-15.78024028,27.98416471,Mapa,69,MDT5
35021000000,1350213,35180,35,Las Palmas,Santa Brígida,18295,2383.19,25497,35021000703,Santa Brígida,1799,No disponible,-15.4982278,28.03191886,Mapa,524,MDT5
35022000000,1350228,35190,35,Las Palmas,Santa Lucía de Tirajana,70396,6252.83,58200,35022001002,Santa Lucía de Tirajana,345,No disponible,-15.54038408,27.91144865,Mapa,699,MDT5
35023000000,1350234,35200,35,Las Palmas,Santa María de Guía de Gran Canaria,13924,4261.82,45372,35023001314,Santa María de Guía de Gran Canaria,4149,No disponible,-15.63102238,28.13769858,Mapa,203,MDT5
35024000000,1350249,35210,35,Las Palmas,Teguise,21896,22400.55,75744,35024001701,Teguise,1755,No disponible,-13.55819728,29.05792308,Mapa,315,MDT5
35025000000,1350252,35220,35,Las Palmas,Tejeda,1950,10386.29,63240,35025001301,Tejeda,668,No disponible,-15.61370784,27.99374658,Mapa,1076,MDT5
35026000000,1350265,35230,35,Las Palmas,Telde,102005,10033.08,75999,35026004400,Telde,19780,No disponible,-15.41666551,27.9942018,Mapa,147,MDT5
35027000000,1350271,35320,35,Las Palmas,Teror,12424,2580.73,33273,35027000807,Teror,1396,No disponible,-15.54591284,28.05843717,Mapa,562,MDT5
35028000000,1350287,35240,35,Las Palmas,Tías,19964,6432.05,35367,35028000801,Tías,5827,No disponible,-13.65011477,28.95322984,Mapa,196,MDT5
35029000000,1350290,35250,35,Las Palmas,Tinajo,6028,13577.9,59397,35029000400,Tinajo,2893,No disponible,-13.67493331,29.06516354,Mapa,194,MDT5
35030000000,1350304,35260,35,Las Palmas,Tuineje,14301,27629.76,79670,35030001001,Tuineje,691,No disponible,-14.04768321,28.32398299,Mapa,182,MDT5
